Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
515271,,0,0.0,0.0,-7650.7,30,30,100.0,1401/10
515627,,0,0.0,0.0,-8392.2,30,30,100.0,1401/10
514608,,0,0.0,0.0,-11305.3,30,30,100.0,1401/10
604032,,0,0.0,,-1.638,24,30,80.0,1401/10
517218,,0,0.0,,-0.005,30,30,100.0,1401/10
529424,1.05,0,0.0,,-0.58,30,30,100.0,1401/10
107410,2.8,0,0.0,,-21.4,30,30,100.0,1401/10
529019,,0,0.0,0.0,-95.0,30,30,100.0,1401/10
514947,,0,0.0,0.0,-43.3,30,30,100.0,1401/10
514053,,0,0.0,0.0,-41755.8,30,30,100.0,1401/10
519465,0.7,0,0.0,,-0.09,30,30,100.0,1401/10
519845,,0,0.0,0.0,-50.5,30,30,100.0,1401/10
529169,,0,0.0,0.0,-29732.8,30,30,100.0,1401/10
529280,,0,0.0,0.0,-188.4,30,30,100.0,1401/10
515477,,0,0.0,,-0.021,30,30,100.0,1401/10
529097,,0,0.0,0.0,-3199.5,30,30,100.0,1401/10
518293,,0,0.0,0.0,-0.3,30,30,100.0,1401/10
607069,,0,0.0,,-6.1,30,30,100.0,1401/10
805347,,0,0.0,0.0,-435.8,30,30,100.0,1401/10
514580,,0,0.0,0.0,-2087.2,30,30,100.0,1401/10
804865,,0,0.0,0.0,-1685.6,30,30,100.0,1401/10
805080,,0,0.0,0.0,-134.6,30,30,100.0,1401/10
911408,,0,0.0,0.0,-0.6,30,30,100.0,1401/10
514521,,0,0.0,0.0,-3406.0,30,30,100.0,1401/10
514914,,0,0.0,0.0,-2124.58,30,30,100.0,1401/10
515792,,0,0.0,0.0,-31.4,30,30,100.0,1401/10
518885,,0,0.0,0.0,-11.2,30,30,100.0,1401/10
527290,0.6,0,0.0,,-0.053,30,30,100.0,1401/10
517124,,0,0.0,,-3.61,30,30,100.0,1401/10
515637,,0,0.0,0.0,-6694.3,30,30,100.0,1401/10
514765,,0,0.0,,-722.9,30,30,100.0,1401/11
517638,,0,0.0,0.0,-755.8,30,30,100.0,1401/11
302041,,0,0.0,0.0,-2.5,30,30,100.0,1401/11
514059,,0,0.0,0.0,-2543.5,30,30,100.0,1401/11
517768,,0,0.0,0.0,-961.5,30,30,100.0,1401/11
603185,,0,0.0,,-139.805,30,30,100.0,1401/11
911838,,0,0.0,0.0,-1501.9,30,30,100.0,1401/11
515056,,0,0.0,0.0,-70.0,30,30,100.0,1401/11
805204,,0,0.0,0.0,-58.7,30,30,100.0,1401/11
517979,,0,0.0,0.0,-10111.1,30,30,100.0,1401/11
600448,,0,0.0,0.0,-1919.1,30,30,100.0,1401/11
514682,,0,0.0,0.0,-34816.0,30,30,100.0,1401/11
514618,,0,0.0,,-0.891,30,30,100.0,1401/11
529013,,0,0.0,0.0,-15341.4,30,30,100.0,1401/11
517495,1.45,0,0.0,,-19.25,30,30,100.0,1401/11
529107,,0,0.0,,-10.2,30,30,100.0,1401/11
519747,,0,0.0,0.0,-124.9,30,30,100.0,1401/11
514884,1.15,0,0.0,,-2.994,5,30,16.67,1401/11
514596,,0,0.0,0.0,-5372.0,30,30,100.0,1401/11
518453,7.34,0,0.0,582608.5,-617489.4,30,30,100.0,1401/11
604175,,0,0.0,,-1.2,30,30,100.0,1401/11
517766,,0,0.0,0.0,-13845.4,30,30,100.0,1401/11
516825,0.9,0,0.0,,-0.1,30,30,100.0,1401/11
514162,,0,0.0,0.0,-3189.4,30,30,100.0,1401/11
515976,,0,0.0,0.0,-16.0,30,30,100.0,1401/11
518586,,0,0.0,0.0,-36.7,30,30,100.0,1401/11
530103,,0,0.0,0.0,-259.6,30,30,100.0,1401/11
804714,,0,0.0,,-0.477,30,30,100.0,1401/11
102531,,0,0.0,0.0,-2507.4,30,30,100.0,1401/11
804873,,0,0.0,0.0,-5219.6,30,30,100.0,1401/11
805264,,0,0.0,0.0,-56.9,30,30,100.0,1401/11
605368,,0,0.0,0.0,-3717.4,30,30,100.0,1401/11
517780,,0,0.0,,-346642.38,6,30,20.0,1401/11
514163,,0,0.0,,-11233.15,30,30,100.0,1401/11
606085,14.8,0,0.0,,-222.119,26,30,86.67,1401/11
111111,,0,0.0,0.0,-1516.5,30,30,100.0,1401/11
100085,1.4,0,0.0,2238.9,-37188.9,30,30,100.0,1401/11
516691,0.4,0,0.0,,-8.281,30,30,100.0,1401/11
530198,,0,0.0,0.0,-1438.4,30,30,100.0,1401/11
514088,,0,0.0,,-225.6,29,30,96.67,1401/11
514090,,0,0.0,0.0,-282.1,30,30,100.0,1401/11
444441,,0,0.0,0.0,-14981.4,30,30,100.0,1401/11
529179,1.3,0,0.0,,-0.4,30,30,100.0,1401/11
601218,,0,0.0,0.0,-119.4,30,30,100.0,1401/11
603367,24.7,0,0.0,,-110.064,5,30,16.67,1401/11
601051,,0,0.0,,-0.059,30,30,100.0,1401/11
518122,,0,0.0,,-60.383,6,30,20.0,1401/11
515812,,0,0.0,0.0,-64162.3,30,30,100.0,1401/11
515271,,0,0.0,0.0,-7650.6,30,30,100.0,1401/11
623155,,0,0.0,,-15.0,30,30,100.0,1401/11
515627,,0,0.0,0.0,-8392.3,30,30,100.0,1401/11
514608,,0,0.0,0.0,-11305.2,30,30,100.0,1401/11
604846,,0,0.0,,-0.02,30,30,100.0,1401/11
514506,,0,0.0,,-0.5,30,30,100.0,1401/11
529146,,0,0.0,,-148.6,30,30,100.0,1401/11
529019,,0,0.0,0.0,-95.0,30,30,100.0,1401/11
514947,,0,0.0,0.0,-43.2,30,30,100.0,1401/11
514053,,0,0.0,0.0,-41755.7,30,30,100.0,1401/11
519845,,0,0.0,0.0,-50.4,30,30,100.0,1401/11
529169,,0,0.0,0.0,-29732.7,30,30,100.0,1401/11
529280,,0,0.0,0.0,-188.4,30,30,100.0,1401/11
603031,,0,0.0,,-1.23,7,30,23.33,1401/11
529097,,0,0.0,0.0,-3199.6,30,30,100.0,1401/11
518293,,0,0.0,0.0,-0.3,30,30,100.0,1401/11
805347,,0,0.0,0.0,-435.7,30,30,100.0,1401/11
514580,,0,0.0,0.0,-2087.3,30,30,100.0,1401/11
601415,,0,0.0,,-0.008,30,30,100.0,1401/11
804865,,0,0.0,0.0,-1685.5,30,30,100.0,1401/11
805080,,0,0.0,0.0,-134.7,30,30,100.0,1401/11
516214,3.2,0,0.0,,-4034.154,30,30,100.0,1401/11
529334,,0,0.0,,-24.0,30,30,100.0,1401/11
122092,,0,0.0,0.0,-0.1,30,30,100.0,1401/11
911408,,0,0.0,0.0,-0.7,30,30,100.0,1401/11
514521,,0,0.0,0.0,-3405.9,30,30,100.0,1401/11
529250,,0,0.0,0.0,-3795.7,30,30,100.0,1401/11
514914,,0,0.0,0.0,-2369.8,30,30,100.0,1401/11
515792,,0,0.0,0.0,-31.4,30,30,100.0,1401/11
518885,,0,0.0,0.0,-11.3,30,30,100.0,1401/11
514054,,0,0.0,,-6.2,30,30,100.0,1401/11
518438,2.0,0,0.0,243.7,-3779.93,30,30,100.0,1401/11
515637,,0,0.0,0.0,-6694.2,30,30,100.0,1401/11
603107,,0,0.0,,-157.148,28,29,96.55,1401/12
517963,1.08,0,0.0,30.9,-11233.807,29,29,100.0,1401/12
517638,,0,0.0,0.0,-730.5,29,29,100.0,1401/12
302041,,0,0.0,0.0,-2.4,29,29,100.0,1401/12
514059,,0,0.0,0.0,-2458.8,29,29,100.0,1401/12
603399,,0,0.0,,-0.86,29,29,100.0,1401/12
517768,,0,0.0,0.0,-929.4,29,29,100.0,1401/12
603161,1.1,0,0.0,24.7,-130.473,29,29,100.0,1401/12
911838,,0,0.0,0.0,-1451.8,29,29,100.0,1401/12
چاه K,,0,0.0,,-5105.942,16,29,55.17,1401/12
515056,,0,0.0,0.0,-67.7,29,29,100.0,1401/12
805204,,0,0.0,0.0,-56.6,29,29,100.0,1401/12
517979,,0,0.0,0.0,-9774.0,29,29,100.0,1401/12
600448,,0,0.0,0.0,-1855.2,29,29,100.0,1401/12
514153,2.3,0,0.0,,-0.112,29,29,100.0,1401/12
514682,,0,0.0,0.0,-33655.5,29,29,100.0,1401/12
529298,,0,0.0,0.0,-3562.2,29,29,100.0,1401/12
529013,,0,0.0,0.0,-14830.0,29,29,100.0,1401/12
529259,,0,0.0,0.0,-9793.3,29,29,100.0,1401/12
517316,,0,0.0,0.0,-860.5,29,29,100.0,1401/12
519747,,0,0.0,0.0,-120.7,29,29,100.0,1401/12
514596,,0,0.0,0.0,-5193.0,29,29,100.0,1401/12
518453,,0,0.0,0.0,-19313.9,29,29,100.0,1401/12
514763,,0,0.0,,-17228.8,28,29,96.55,1401/12
517766,,0,0.0,0.0,-13383.9,29,29,100.0,1401/12
514162,,0,0.0,0.0,-3083.0,29,29,100.0,1401/12
519664,2.08,0,0.0,513.8,-1243.066,25,29,86.21,1401/12
515976,,0,0.0,0.0,-15.6,29,29,100.0,1401/12
529021,,0,0.0,0.0,-1193.6,29,29,100.0,1401/12
518586,,0,0.0,0.0,-35.4,29,29,100.0,1401/12
530103,,0,0.0,0.0,-251.0,29,29,100.0,1401/12
911146,,0,0.0,0.0,-32.7,29,29,100.0,1401/12
804714,0.45,0,0.0,899.0,-7.944,29,29,100.0,1401/12
103226,,0,0.0,,-9.34,29,29,100.0,1401/12
102531,,0,0.0,0.0,-2423.8,29,29,100.0,1401/12
804873,,0,0.0,0.0,-5045.6,29,29,100.0,1401/12
805264,,0,0.0,0.0,-55.0,29,29,100.0,1401/12
605368,,0,0.0,0.0,-3593.5,29,29,100.0,1401/12
516918,2.1,0,0.0,279605268.2,-1056962687.88,29,29,100.0,1401/12
111111,,0,0.0,0.0,-1465.9,29,29,100.0,1401/12
622137,0.1,0,0.0,680.8,-254.612,29,29,100.0,1401/12
100085,1.6,0,0.0,,-65468.7,29,29,100.0,1401/12
525522,,0,0.0,0.0,-10824.7,29,29,100.0,1401/12
608685,11.66,0,0.0,836.6,-60761.51,21,29,72.41,1401/12
530198,,0,0.0,0.0,-1390.5,29,29,100.0,1401/12
602487,7.45,0,0.0,3.8,-55506.62,23,29,79.31,1401/12
514090,,0,0.0,0.0,-272.7,29,29,100.0,1401/12
514085,,0,0.0,,-4.81,29,29,100.0,1401/12
444441,,0,0.0,0.0,-14482.0,29,29,100.0,1401/12
514721 رزرو,0.1,0,0.0,482.3,-180.191,29,29,100.0,1401/12
805663,,0,0.0,0.0,-246.5,29,29,100.0,1401/12
514148,,0,0.0,,-0.003,29,29,100.0,1401/12
601218,,0,0.0,0.0,-115.4,29,29,100.0,1401/12
515812,,0,0.0,0.0,-62023.6,29,29,100.0,1401/12
515271,,0,0.0,0.0,-7395.7,29,29,100.0,1401/12
515627,,0,0.0,0.0,-8112.5,29,29,100.0,1401/12
529581,,0,0.0,,-0.004,6,29,20.69,1401/12
514608,,0,0.0,0.0,-10928.5,29,29,100.0,1401/12
516036,,0,0.0,0.0,-4215.0,29,29,100.0,1401/12
101294,0.9,0,0.0,32.7,-128.054,29,29,100.0,1401/12
529019,,0,0.0,0.0,-91.7,29,29,100.0,1401/12
514947,,0,0.0,0.0,-41.8,29,29,100.0,1401/12
602414,,0,0.0,,-0.023,29,29,100.0,1401/12
805771,,0,0.0,,-3.378,16,29,55.17,1401/12
514053,,0,0.0,0.0,-40363.9,29,29,100.0,1401/12
805657,,0,0.0,,-522.109,29,29,100.0,1401/12
519845,,0,0.0,0.0,-48.8,29,29,100.0,1401/12
529169,,0,0.0,0.0,-28741.7,29,29,100.0,1401/12
529280,,0,0.0,0.0,-182.1,29,29,100.0,1401/12
805885,1.0,0,0.0,28.6,-127.511,29,29,100.0,1401/12
529097,,0,0.0,0.0,-3092.8,29,29,100.0,1401/12
600280,,0,0.0,,-0.214,29,29,100.0,1401/12
518293,,0,0.0,0.0,-0.2,29,29,100.0,1401/12
514793,,0,0.0,,-0.32,29,29,100.0,1401/12
805347,,0,0.0,0.0,-421.2,29,29,100.0,1401/12
618310,,0,0.0,,-0.14,29,29,100.0,1401/12
514421,,0,0.0,,-37.5,8,29,27.59,1401/12
514580,,0,0.0,0.0,-2017.6,29,29,100.0,1401/12
804865,,0,0.0,0.0,-1629.4,29,29,100.0,1401/12
805080,,0,0.0,0.0,-130.2,29,29,100.0,1401/12
516214,0.65,0,0.0,50.2,-4460.441,29,29,100.0,1401/12
911408,,0,0.0,0.0,-0.6,29,29,100.0,1401/12
514521,,0,0.0,0.0,-3292.3,29,29,100.0,1401/12
529254,,0,0.0,0.0,-8766.3,29,29,100.0,1401/12
529250,,0,0.0,0.0,-3669.1,29,29,100.0,1401/12
514604,6.94,0,0.0,62553.3,-187342.8,29,29,100.0,1401/12
514914,,0,0.0,0.0,-2290.8,29,29,100.0,1401/12
515792,,0,0.0,0.0,-30.3,29,29,100.0,1401/12
518885,,0,0.0,0.0,-10.8,29,29,100.0,1401/12
911729,,0,0.0,,-0.16,29,29,100.0,1401/12
603376,,0,0.0,,-100.574,28,29,96.55,1401/12
518438,,0,0.0,0.0,-4864.0,29,29,100.0,1401/12
103858,4.3,0,0.0,,-742.308,29,29,100.0,1401/12
514916,,0,0.0,0.0,-1495.2,29,29,100.0,1401/12
515637,,0,0.0,0.0,-6471.1,29,29,100.0,1401/12
517963,,0,0.0,,-15861.34,26,31,83.87,1402/01
517638,,0,0.0,0.0,-781.0,31,31,100.0,1402/01
302041,,0,0.0,0.0,-2.7,31,31,100.0,1402/01
514059,,0,0.0,0.0,-2628.4,31,31,100.0,1402/01
517768,,0,0.0,0.0,-993.5,31,31,100.0,1402/01
515530,7.55,0,0.0,5835.1,-1930.92,31,31,100.0,1402/01
911838,,0,0.0,0.0,-1551.9,31,31,100.0,1402/01
603016,14.19,0,0.0,28296.4,-591422.6,11,31,35.48,1402/01
555555,1.8,0,0.0,10.5,-22866.78,26,31,83.87,1402/01
806415,,0,0.0,0.0,-10753.1,31,31,100.0,1402/01
806416,,0,0.0,0.0,-16439.3,31,31,100.0,1402/01
806412,,0,0.0,0.0,-22706.0,31,31,100.0,1402/01
806414,,0,0.0,0.0,-15897.2,31,31,100.0,1402/01
806413,,0,0.0,0.0,-20274.0,31,31,100.0,1402/01
806494,,0,0.0,0.0,-672.2,31,31,100.0,1402/01
529109,33.9,0,0.0,35.3,-87904.0,31,31,100.0,1402/01
515056,,0,0.0,0.0,-72.3,31,31,100.0,1402/01
805204,,0,0.0,0.0,-60.6,31,31,100.0,1402/01
517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/01
600448,,0,0.0,0.0,-1983.1,31,31,100.0,1402/01
514682,,0,0.0,0.0,-35976.5,31,31,100.0,1402/01
529298,,0,0.0,0.0,-3807.8,31,31,100.0,1402/01
529013,,0,0.0,0.0,-15852.7,31,31,100.0,1402/01
529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/01
517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/01
519747,,0,0.0,0.0,-129.0,31,31,100.0,1402/01
911654,,0,0.0,0.0,-0.1,31,31,100.0,1402/01
529205,,0,0.0,,-204.7,12,31,38.71,1402/01
514596,,0,0.0,0.0,-5551.1,31,31,100.0,1402/01
518453,,0,0.0,0.0,-20645.9,31,31,100.0,1402/01
514763,,0,0.0,,-76.5,8,31,25.81,1402/01
517766,,0,0.0,0.0,-14306.9,31,31,100.0,1402/01
529269,,0,0.0,0.0,-12136.1,31,31,100.0,1402/01
514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/01
515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/01
529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/01
518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/01
530103,,0,0.0,0.0,-268.3,31,31,100.0,1402/01
911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/01
103226,0.37,0,0.0,,-1.08,31,31,100.0,1402/01
102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/01
804873,,0,0.0,0.0,-5393.6,31,31,100.0,1402/01
805264,,0,0.0,0.0,-58.9,31,31,100.0,1402/01
605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/01
514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/01
602428-2,,0,0.0,,-1.054,31,31,100.0,1402/01
111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/01
603405,2.05,0,0.0,25192.5,-1.8,31,31,100.0,1402/01
100085,1.4,0,0.0,,-74671.4,31,31,100.0,1402/01
529182,0.45,0,0.0,7461.0,-12341.71,30,31,96.77,1402/01
525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/01
212141,75.7,0,0.0,,-599611.8,31,31,100.0,1402/01
212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/01
517612,,0,0.0,,-0.047,31,31,100.0,1402/01
530198,,0,0.0,0.0,-1486.3,31,31,100.0,1402/01
516776,,0,0.0,0.0,-741.8,31,31,100.0,1402/01
525089,28.4,0,0.0,,-56.247,30,31,96.77,1402/01
514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/01
514085,,0,0.0,,-0.01,31,31,100.0,1402/01
444441,,0,0.0,0.0,-15480.8,31,31,100.0,1402/01
806310,,0,0.0,0.0,-377.3,31,31,100.0,1402/01
805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/01
601218,,0,0.0,0.0,-123.3,31,31,100.0,1402/01
603367,,0,0.0,,-2.714,9,31,29.03,1402/01
515812,,0,0.0,0.0,-66301.2,31,31,100.0,1402/01
515271,,0,0.0,0.0,-7905.7,31,31,100.0,1402/01
515627,,0,0.0,0.0,-8671.9,31,31,100.0,1402/01
529581,,0,0.0,,-0.013,31,31,100.0,1402/01
514608,,0,0.0,0.0,-11682.1,31,31,100.0,1402/01
516036,,0,0.0,0.0,-4505.7,31,31,100.0,1402/01
804867,,0,0.0,0.0,-98578.9,31,31,100.0,1402/01
529019,,0,0.0,0.0,-98.2,31,31,100.0,1402/01
529015,17.3,0,0.0,407.7,-99287.78,31,31,100.0,1402/01
514947,,0,0.0,0.0,-44.7,31,31,100.0,1402/01
514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/01
805657,,0,0.0,,-1927.027,31,31,100.0,1402/01
519845,,0,0.0,0.0,-52.1,31,31,100.0,1402/01
529169,,0,0.0,0.0,-30723.9,31,31,100.0,1402/01
529280,,0,0.0,0.0,-194.7,31,31,100.0,1402/01
529097,,0,0.0,0.0,-3306.2,31,31,100.0,1402/01
518293,,0,0.0,0.0,-0.3,31,31,100.0,1402/01
609187,,0,0.0,0.0,-4722.7,31,31,100.0,1402/01
607069,,0,0.0,,-48.4,9,31,29.03,1402/01
805347,,0,0.0,0.0,-450.3,31,31,100.0,1402/01
618310,,0,0.0,,-0.27,31,31,100.0,1402/01
514255,,0,0.0,,-13.193,6,31,19.35,1402/01
514580,,0,0.0,0.0,-2156.9,31,31,100.0,1402/01
804865,,0,0.0,0.0,-1741.8,31,31,100.0,1402/01
805080,,0,0.0,0.0,-139.1,31,31,100.0,1402/01
516214,1.19,0,0.0,17031.8,-1113.125,31,31,100.0,1402/01
911408,,0,0.0,0.0,-0.7,31,31,100.0,1402/01
514521,,0,0.0,0.0,-3519.5,31,31,100.0,1402/01
529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/01
529250,,0,0.0,0.0,-3922.1,31,31,100.0,1402/01
514914,,0,0.0,0.0,-2448.8,31,31,100.0,1402/01
515792,,0,0.0,0.0,-32.4,31,31,100.0,1402/01
518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/01
529118,16.61,0,0.0,52791.0,-761372.0,10,31,32.26,1402/01
911729,0.42,0,0.0,,-4.23,30,31,96.77,1402/01
518438,,0,0.0,0.0,-5199.3,31,31,100.0,1402/01
514916,,0,0.0,0.0,-1598.3,31,31,100.0,1402/01
515637,,0,0.0,0.0,-6917.3,31,31,100.0,1402/01
516081,,0,0.0,0.0,-1588.9,31,31,100.0,1402/01
517963,2.4,0,0.0,,-14617.57,31,31,100.0,1402/02
517638,,0,0.0,0.0,-781.0,31,31,100.0,1402/02
302041,,0,0.0,0.0,-2.6,31,31,100.0,1402/02
514059,,0,0.0,0.0,-2628.3,31,31,100.0,1402/02
517768,,0,0.0,0.0,-993.6,31,31,100.0,1402/02
911838,,0,0.0,0.0,-1552.0,31,31,100.0,1402/02
603270,,0,0.0,0.0,-13753.0,31,31,100.0,1402/02
چاه حاجی آباد,,0,0.0,,-0.06,31,31,100.0,1402/02
806415,,0,0.0,0.0,-10753.2,31,31,100.0,1402/02
806416,,0,0.0,0.0,-16439.4,31,31,100.0,1402/02
806412,,0,0.0,0.0,-22706.1,31,31,100.0,1402/02
806414,,0,0.0,0.0,-15897.3,31,31,100.0,1402/02
806413,,0,0.0,0.0,-20274.1,31,31,100.0,1402/02
806494,,0,0.0,0.0,-672.1,31,31,100.0,1402/02
515056,,0,0.0,0.0,-72.4,31,31,100.0,1402/02
805204,,0,0.0,0.0,-60.6,31,31,100.0,1402/02
517979,,0,0.0,0.0,-10448.1,31,31,100.0,1402/02
600448,,0,0.0,0.0,-1983.1,31,31,100.0,1402/02
514682,,0,0.0,0.0,-35976.6,31,31,100.0,1402/02
529298,,0,0.0,0.0,-3807.9,31,31,100.0,1402/02
519171,,0,0.0,0.0,-235.4,31,31,100.0,1402/02
514618,2.4,0,0.0,,-119.092,16,31,51.61,1402/02
518680,3.18,0,0.0,0.0,-2916.883,23,31,74.19,1402/02
529013,,0,0.0,0.0,-15852.8,31,31,100.0,1402/02
805353,,0,0.0,,-0.73,31,31,100.0,1402/02
529259,,0,0.0,0.0,-10468.8,31,31,100.0,1402/02
517316,,0,0.0,0.0,-919.9,31,31,100.0,1402/02
519747,,0,0.0,0.0,-129.0,31,31,100.0,1402/02
514596,,0,0.0,0.0,-5551.0,31,31,100.0,1402/02
518453,,0,0.0,0.0,-20645.9,31,31,100.0,1402/02
517766,,0,0.0,0.0,-14306.8,31,31,100.0,1402/02
529269,,0,0.0,0.0,-12136.2,31,31,100.0,1402/02
514162,,0,0.0,0.0,-3295.7,31,31,100.0,1402/02
515976,,0,0.0,0.0,-16.6,31,31,100.0,1402/02
529021,,0,0.0,0.0,-1275.9,31,31,100.0,1402/02
518586,,0,0.0,0.0,-37.9,31,31,100.0,1402/02
530103,,0,0.0,0.0,-268.2,31,31,100.0,1402/02
911146,,0,0.0,0.0,-34.9,31,31,100.0,1402/02
517883,,0,0.0,0.0,-44325.6,31,31,100.0,1402/02
541763,,0,0.0,,-0.28,31,31,100.0,1402/02
804714,,0,0.0,,-0.11,31,31,100.0,1402/02
102531,,0,0.0,0.0,-2591.0,31,31,100.0,1402/02
804873,,0,0.0,0.0,-5393.6,31,31,100.0,1402/02
805264,,0,0.0,0.0,-58.8,31,31,100.0,1402/02
605368,,0,0.0,0.0,-3841.3,31,31,100.0,1402/02
529022,9.65,0,0.0,,-89.9,31,31,100.0,1402/02
514163,,0,0.0,0.0,-19773.7,31,31,100.0,1402/02
111111,,0,0.0,0.0,-1567.0,31,31,100.0,1402/02
100085,1.8,0,0.0,46214.3,-75456.3,31,31,100.0,1402/02
525522,,0,0.0,0.0,-11571.2,31,31,100.0,1402/02
212153,,0,0.0,0.0,-29501.3,31,31,100.0,1402/02
530198,,0,0.0,0.0,-1486.4,31,31,100.0,1402/02
516776,,0,0.0,0.0,-741.9,31,31,100.0,1402/02
514090,,0,0.0,0.0,-291.5,31,31,100.0,1402/02
514085,,0,0.0,,-0.12,31,31,100.0,1402/02
517921,,0,0.0,0.0,-32776.47,31,31,100.0,1402/02
444441,,0,0.0,0.0,-15480.8,31,31,100.0,1402/02
806310,,0,0.0,0.0,-377.4,31,31,100.0,1402/02
805663,,0,0.0,0.0,-263.5,31,31,100.0,1402/02
601218,,0,0.0,0.0,-123.4,31,31,100.0,1402/02
515812,,0,0.0,0.0,-66301.1,31,31,100.0,1402/02
515271,,0,0.0,0.0,-7905.7,31,31,100.0,1402/02
604400,7.3,0,0.0,,-36156.45,6,31,19.35,1402/02
515627,,0,0.0,0.0,-8672.0,31,31,100.0,1402/02
514608,,0,0.0,0.0,-11682.1,31,31,100.0,1402/02
516036,,0,0.0,0.0,-4505.7,31,31,100.0,1402/02
529382,23.91,0,0.0,259.6,-73582.18,12,31,38.71,1402/02
529019,,0,0.0,0.0,-98.1,31,31,100.0,1402/02
622109,,0,0.0,,-0.27,9,31,29.03,1402/02
514947,,0,0.0,0.0,-44.7,31,31,100.0,1402/02
514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/02
805657,3.08,0,0.0,455.5,-1092.64,31,31,100.0,1402/02
519845,,0,0.0,0.0,-52.2,31,31,100.0,1402/02
529169,,0,0.0,0.0,-30723.8,31,31,100.0,1402/02
529280,,0,0.0,0.0,-194.7,31,31,100.0,1402/02
529097,,0,0.0,0.0,-3306.2,31,31,100.0,1402/02
518293,,0,0.0,0.0,-0.2,31,31,100.0,1402/02
514240,,0,0.0,,-12459.57,31,31,100.0,1402/02
609187,,0,0.0,0.0,-4722.8,31,31,100.0,1402/02
514793,7.54,0,0.0,625.9,-66111.1,31,31,100.0,1402/02
805347,,0,0.0,0.0,-450.3,31,31,100.0,1402/02
618310,,0,0.0,,-0.08,31,31,100.0,1402/02
516442,11.63,0,0.0,114019.4,-661652.8,17,31,54.84,1402/02
514255,,0,0.0,,-2322.055,29,31,93.55,1402/02
514082,0.43,0,0.0,6710.2,-17.228,13,31,41.94,1402/02
514580,,0,0.0,0.0,-2156.8,31,31,100.0,1402/02
804865,,0,0.0,0.0,-1741.7,31,31,100.0,1402/02
805917,,0,0.0,0.0,-9.1,31,31,100.0,1402/02
805080,,0,0.0,0.0,-139.1,31,31,100.0,1402/02
911408,,0,0.0,0.0,-0.6,31,31,100.0,1402/02
514521,,0,0.0,0.0,-3519.4,31,31,100.0,1402/02
529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/02
529250,,0,0.0,0.0,-3922.2,31,31,100.0,1402/02
514914,,0,0.0,0.0,-2448.7,31,31,100.0,1402/02
515792,,0,0.0,0.0,-32.4,31,31,100.0,1402/02
518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/02
516476,,0,0.0,0.0,-0.1,31,31,100.0,1402/02
911729,0.4,0,0.0,,-7.0,31,31,100.0,1402/02
517993,0.73,0,0.0,207880.9,-53890.03,31,31,100.0,1402/02
518438,,0,0.0,0.0,-5199.4,31,31,100.0,1402/02
530053,,0,0.0,0.0,-934.3,31,31,100.0,1402/02
514916,,0,0.0,0.0,-1598.4,31,31,100.0,1402/02
515637,,0,0.0,0.0,-6917.4,31,31,100.0,1402/02
516081,,0,0.0,0.0,-1588.8,31,31,100.0,1402/02
517963,2.23,0,0.0,,-13058.8,31,31,100.0,1402/03
517638,,0,0.0,0.0,-780.9,31,31,100.0,1402/03
302041,,0,0.0,0.0,-2.6,31,31,100.0,1402/03
514059,,0,0.0,0.0,-2628.4,31,31,100.0,1402/03
517768,,0,0.0,0.0,-993.5,31,31,100.0,1402/03
515530,,0,0.0,0.0,-10844.2,31,31,100.0,1402/03
911838,,0,0.0,0.0,-1551.9,31,31,100.0,1402/03
603270,,0,0.0,0.0,-13753.1,31,31,100.0,1402/03
چاه حاجی آباد,,0,0.0,,-3.801,31,31,100.0,1402/03
806415,,0,0.0,0.0,-10753.1,31,31,100.0,1402/03
806416,,0,0.0,0.0,-16439.3,31,31,100.0,1402/03
806412,,0,0.0,0.0,-22706.1,31,31,100.0,1402/03
806414,,0,0.0,0.0,-15897.3,31,31,100.0,1402/03
806413,,0,0.0,0.0,-20274.0,31,31,100.0,1402/03
806494,,0,0.0,0.0,-672.1,31,31,100.0,1402/03
