Subscription Code,License Type,County,Meter Serial,Meter Size,Installation Date,Last Connection Time,Consumption in Period (m³),Operating Hours in Period (h),Average Flow Rate in Period (l/s)
517413,کشاورزی,مشهد,909801059163.0,150.0,1402/12/02,1403/08/17 - 02:40:00,,,
518542,کشاورزی,مشهد,909801037404.0,50.0,1400/09/16,1403/12/18 - 03:11:18,21716.14,38716.3,3.78
604175,کشاورزی,تربت حیدریه,909801036471.0,125.0,1400/10/13,1404/01/28 - 02:10:31,285697.183,239352.4,13.72
515395,کشاورزی,مشهد,909801037823.0,80.0,1401/02/21,1403/09/20 - 02:10:43,49107.6,824488.6,2.05
529026,کشاورزی,مشهد,909801033589.0,125.0,1399/09/19,1404/01/28 - 02:10:27,1355709.56,837363.9,24.67
603004,کشاورزی,تربت حیدریه,909801050926.0,150.0,1402/04/19,1404/01/28 - 03:10:45,,,
601492,کشاورزی,تربت حیدریه,909801056224.0,125.0,1403/02/04,1404/01/28 - 03:06:16,,,
622043,کشاورزی,تربت حیدریه,909801056197.0,100.0,1402/09/23,1404/01/28 - 03:10:33,,,
529209,کشاورزی,مشهد,909801056199.0,100.0,1402/08/25,1404/01/28 - 03:10:34,,,
529208,کشاورزی,مشهد,909801056292.0,100.0,1402/08/29,1404/01/26 - 03:09:37,,,
529092,کشاورزی,مشهد,909801033598.0,150.0,1399/11/20,1404/01/19 - 02:02:47,307590.8,1418821.3,4.61
514581,کشاورزی,مشهد,909801033316.0,80.0,1399/09/04,1404/01/28 - 02:10:30,132582.0,413240.1,14.97
515074,کشاورزی,مشهد,909801035092.0,125.0,1400/04/15,1402/09/29 - 02:08:41,504368.33,350007.9,7.21
521210,کشاورزی,درگز,909801032977.0,50.0,1399/07/13,1402/02/03 - 02:09:48,,,
603108,کشاورزی,تربت حیدریه,909801035021.0,125.0,1400/10/12,1404/01/28 - 02:08:21,689002.83,373647.5,20.59
514763,کشاورزی,مشهد,909801033990.0,50.0,1399/12/10,1404/01/18 - 03:12:19,77608.76,362877.2,4.13
805635,کشاورزی,مشهد,909801033136.0,200.0,1399/07/15,1404/01/28 - 02:08:13,269194.053,118366.1,14.84
606229,کشاورزی,گناباد,909801053242.0,150.0,1402/04/29,1404/01/28 - 03:10:44,,,
529085,کشاورزی,مشهد,909801035652.0,200.0,1400/05/06,1403/07/05 - 01:59:51,875131.5,826434.5,21.95
514805,کشاورزی,مشهد,909801033046.0,150.0,1399/07/16,1403/11/28 - 02:07:57,15176.766,36198.5,2.48
603230,کشاورزی,تربت حیدریه,909801033193.0,50.0,1399/08/19,1404/01/28 - 02:10:34,-19.651,0.0,
515621,کشاورزی,مشهد,909801035156.0,150.0,1400/03/01,1404/01/28 - 03:10:33,252794.5,1628103.5,8.6
910229,کشاورزی,تربت جام,909801033359.0,200.0,1399/08/30,1404/01/28 - 02:09:14,1074135.0,853274.9,26.77
300231,کشاورزی,گناباد,909801050752.0,50.0,1402/10/09,1404/01/28 - 03:09:57,,,
516037,کشاورزی,مشهد,909801033385.0,150.0,1399/09/10,1404/01/26 - 03:10:39,119671.53,6587.2,25.78
300280,کشاورزی,گناباد,909801052140.0,80.0,1402/10/15,1404/01/28 - 03:10:35,,,
517766,کشاورزی,مشهد,909801032845.0,150.0,1399/06/30,1404/01/28 - 02:10:34,1251297.3,1451374.6,19.92
514442,کشاورزی,مشهد,909801056037.0,100.0,1402/07/27,1404/01/28 - 03:09:14,,,
100582,کشاورزی,سبزوار,909801050738.0,50.0,1402/02/24,1404/01/28 - 02:59:29,,,
603291,کشاورزی,تربت حیدریه,909801047275.0,150.0,1401/10/08,1404/01/28 - 03:10:27,112186.0,2305.3,23.01
514401,کشاورزی,مشهد,909801033631.0,100.0,1399/09/25,1404/01/28 - 01:20:13,175727.5,1057138.8,11.09
529269,کشاورزی,مشهد,909801032879.0,125.0,1399/06/06,1404/01/28 - 02:10:32,707032.2,832930.7,13.69
529048,کشاورزی,مشهد,909801035247.0,125.0,1400/05/14,1404/01/26 - 03:11:46,104351.2,78667.3,17.03
529140,کشاورزی,مشهد,909801036474.0,125.0,1401/01/19,1404/01/28 - 02:10:31,272702.7,219040.5,14.0
514025,کشاورزی,مشهد,909801032733.0,150.0,1399/07/02,1404/01/28 - 03:10:49,-16457.73,37242.6,4.58
604156,کشاورزی,تربت حیدریه,909801034013.0,125.0,1400/03/09,1404/01/26 - 02:10:42,284453.1,952345.3,12.0
529080,کشاورزی,مشهد,909801040654.0,125.0,1401/02/22,1404/01/28 - 02:08:21,50333.39,85472.0,2.31
529050,کشاورزی,مشهد,909801032140.0,150.0,1399/02/06,1404/01/28 - 03:10:38,534728.4,417834.8,26.8
806497,کشاورزی,نیشابور,909801032588.0,100.0,1399/04/11,1404/01/28 - 02:10:50,97011.4,287757.3,6.7
516825,کشاورزی,مشهد,909801037911.0,80.0,1401/01/15,1404/01/28 - 03:10:53,140764.7,179143.9,7.85
606233,کشاورزی,گناباد,909801050827.0,150.0,1402/03/01,1404/01/28 - 03:13:59,,,
603072,کشاورزی,تربت حیدریه,909801065666.0,150.0,1403/05/23,1404/01/28 - 03:10:52,,,
514495,کشاورزی,مشهد,909801041120.0,200.0,1401/08/04,1404/01/26 - 02:07:39,35791.62,18588.2,10.78
604345,کشاورزی,تربت حیدریه,909801033351.0,80.0,1399/09/25,1404/01/28 - 02:10:20,,,
515094,کشاورزی,مشهد,909801045367.0,125.0,1401/06/13,1403/12/28 - 03:10:25,81947.51,50806.0,7.28
603098,کشاورزی,تربت حیدریه,909801052752.0,200.0,1402/09/14,1404/01/28 - 03:10:57,,,
529065,کشاورزی,مشهد,909801033542.0,150.0,1399/10/10,1404/01/28 - 02:10:46,1631.3,0.0,
515678,کشاورزی,مشهد,909801037280.0,150.0,1400/09/16,1404/01/28 - 02:09:03,1305835.54,2905458.7,29.49
301121,کشاورزی,تربت حیدریه,909801036572.0,200.0,1400/08/12,1403/02/14 - 01:32:09,1337107.9,243673.1,49.19
603393,کشاورزی,تربت حیدریه,909801047203.0,150.0,1401/09/06,1404/01/28 - 03:11:30,130388.4,2420.4,23.94
529011,کشاورزی,مشهد,909801033090.0,200.0,1399/07/14,1404/01/28 - 02:11:14,593618.9,2628768.3,28.86
200245,کشاورزی,قوچان,909801047558.0,80.0,1401/09/21,1403/07/05 - 03:08:05,13502.63,6302.5,5.85
514162,کشاورزی,مشهد,909801032959.0,125.0,1399/07/10,1404/01/28 - 02:07:44,299312.3,1620952.0,5.57
516824,کشاورزی,مشهد,909801035512.0,50.0,1400/06/16,1404/01/28 - 02:10:37,328.812,1099.7,4.8
529309,کشاورزی,مشهد,909801058229.0,80.0,1402/11/23,1403/02/30 - 03:10:35,,,
529063,کشاورزی,مشهد,909801033873.0,125.0,1399/10/30,1404/01/28 - 02:09:12,259038.0,96595.5,10.79
622024,کشاورزی,تربت حیدریه,909801049054.0,150.0,1402/03/16,1404/01/28 - 03:08:26,0.0,,
603018,کشاورزی,تربت حیدریه,909801054021.0,150.0,1402/07/12,1404/01/28 - 03:08:17,,,
529040,کشاورزی,مشهد,909801044145.0,150.0,1401/03/31,1404/01/28 - 03:11:23,788355.783,239708.2,18.51
603073,کشاورزی,تربت حیدریه,909801056232.0,125.0,1402/12/20,1404/01/28 - 03:10:47,,,
529150,کشاورزی,مشهد,909801032911.0,100.0,1399/06/20,1403/04/01 - 00:58:29,609020.481,151536.8,10.45
606234,کشاورزی,گناباد,909801050828.0,150.0,1402/03/01,1404/01/28 - 03:10:37,0.0,,
606231,کشاورزی,گناباد,909801050923.0,150.0,1402/03/15,1404/01/25 - 03:10:22,0.0,,
604113,کشاورزی,تربت حیدریه,909801034572.0,80.0,1400/01/28,1404/01/23 - 09:15:43,217624.42,390836.1,8.12
514689,کشاورزی,مشهد,909801056522.0,125.0,1402/11/29,1404/01/28 - 03:10:50,,,
529066,کشاورزی,مشهد,909801033497.0,200.0,1399/10/04,1404/01/28 - 02:11:18,9697684.3,2916155.2,28.06
529068,کشاورزی,مشهد,909801032659.0,150.0,1399/06/17,1404/01/28 - 02:11:28,505102.26,544905.3,17.6
514417,کشاورزی,مشهد,909801036565.0,100.0,1400/07/26,1404/01/28 - 02:09:16,191025.1,776781.9,11.14
805671,کشاورزی,نیشابور,909801035295.0,50.0,1400/04/19,1404/01/28 - 02:10:32,741.569,14464.8,1.07
514322,کشاورزی,مشهد,909801033387.0,200.0,1399/09/08,1404/01/28 - 02:08:19,0.0,,
515023,کشاورزی,مشهد,909801041129.0,50.0,1401/02/04,1404/01/28 - 02:11:20,65991.71,144624.2,3.6
514438,کشاورزی,مشهد,909801053575.0,150.0,1403/04/19,1404/01/26 - 03:10:57,,,
523000,کشاورزی,تربت جام,909801039627.0,125.0,1400/12/08,1403/04/15 - 02:09:41,59022.048,57907.2,6.82
523001,کشاورزی,تربت جام,909801036470.0,125.0,1400/12/01,1403/10/11 - 01:49:59,169875.177,298035.3,9.76
529131,کشاورزی,مشهد,909801033632.0,100.0,1399/10/10,1403/05/01 - 01:59:54,87665.3,48823.2,11.43
623176,کشاورزی,کاشمر,909801037519.0,150.0,1400/11/17,1404/01/28 - 03:10:46,223777.77,23383.0,18.15
603003,کشاورزی,تربت حیدریه,909801065293.0,100.0,1403/07/25,1403/12/28 - 03:10:41,,,
529330,کشاورزی,مشهد,909801032122.0,150.0,1399/03/05,1404/01/26 - 03:02:20,-740354.21,25928.2,32.37
529314,کشاورزی,مشهد,909801032123.0,150.0,1399/03/05,1404/01/28 - 03:11:11,311525.22,491355.8,15.2
529336,کشاورزی,مشهد,909801032124.0,150.0,1399/03/06,1404/01/28 - 02:02:58,81222.7,491473.5,15.67
529176,کشاورزی,مشهد,909801032204.0,125.0,1399/03/10,1404/01/28 - 03:10:32,2688994.6,908394.0,18.75
529265,کشاورزی,مشهد,909801032253.0,150.0,1399/03/06,1402/06/24 - 02:05:58,733283.0,2130569.1,27.9
529316,کشاورزی,مشهد,909801032438.0,125.0,1399/03/10,1403/06/03 - 02:28:37,30263.34,3984.4,11.86
516929,کشاورزی,مشهد,909801037890.0,100.0,1401/03/26,1404/01/28 - 02:09:46,12704.82,10004.3,4.4
302341,کشاورزی,گناباد,909801060239.0,50.0,1403/07/02,1404/01/28 - 03:10:16,,,
519624,کشاورزی,مشهد,909801063378.0,50.0,1403/04/11,1404/01/28 - 03:08:35,,,
603180,کشاورزی,تربت حیدریه,909801050976.0,125.0,1402/08/18,1404/01/28 - 03:10:45,,,
603257,کشاورزی,تربت حیدریه,909801055846.0,150.0,1402/08/04,1404/01/22 - 03:10:35,,,
601484,کشاورزی,تربت حیدریه,909801047274.0,150.0,1401/12/12,1404/01/28 - 03:09:55,25557.63,395.3,19.92
529001,کشاورزی,مشهد,909801032463.0,150.0,1399/04/28,1400/10/04 - 02:10:48,,,
515645,کشاورزی,مشهد,909801032668.0,150.0,1399/05/09,1404/01/28 - 02:02:41,,,
601426,کشاورزی,تربت حیدریه,909801032896.0,50.0,1399/06/24,1404/01/28 - 02:10:56,232345.96,2074437.4,1.25
514321,کشاورزی,مشهد,909801034010.0,125.0,1399/11/14,1401/04/04 - 02:11:31,92350.3,119051.5,20.22
514937,کشاورزی,مشهد,909801063834.0,100.0,1403/09/20,1404/01/28 - 03:09:15,,,
604060,کشاورزی,تربت حیدریه,909801041719.0,150.0,1401/03/01,1404/01/28 - 11:13:24,421852.6,462559.1,19.57
529021,کشاورزی,مشهد,909801033242.0,125.0,1399/09/06,1404/01/26 - 02:08:26,631124.2,1346717.7,10.48
209099,کشاورزی,درگز,909801051933.0,50.0,1402/04/27,1404/01/28 - 02:44:35,,,
514192,کشاورزی,مشهد,909801035000.0,150.0,1400/02/22,1403/10/02 - 02:11:27,335356.7,966389.7,11.08
200284,کشاورزی,قوچان,909801050826.0,150.0,1402/04/04,1404/01/28 - 03:10:43,0.0,,
529071,کشاورزی,مشهد,909801037816.0,80.0,1401/05/16,1403/09/08 - 02:04:27,26528.76,92793.1,1.61
529161,کشاورزی,مشهد,909801033343.0,125.0,1399/10/03,1404/01/28 - 02:10:32,8524446.7,6193067.0,12.8
603028,کشاورزی,تربت حیدریه,909801059162.0,150.0,1403/02/01,1403/12/19 - 03:09:36,,,
529077,کشاورزی,مشهد,909801053365.0,150.0,1403/03/03,1404/01/27 - 03:12:09,,,
603112,کشاورزی,تربت حیدریه,909801048146.0,125.0,1401/11/22,1404/01/28 - 03:10:44,16531.15,808.0,8.89
514178,کشاورزی,مشهد,909801047243.0,125.0,1403/04/05,1404/01/28 - 03:10:30,0.0,,
603506,کشاورزی,تربت حیدریه,909801035140.0,100.0,1400/02/30,1404/01/28 - 02:10:52,,,
603229,کشاورزی,تربت حیدریه,909801041131.0,50.0,1401/02/15,1404/01/28 - 02:10:48,1219.11,3680.4,2.01
529061,کشاورزی,مشهد,909801034984.0,125.0,1400/04/21,1404/01/28 - 02:09:20,289236.4,1173192.2,14.32
514815,کشاورزی,مشهد,909801052974.0,150.0,1403/04/17,1404/01/28 - 03:08:17,,,
603402,کشاورزی,تربت حیدریه,909801059692.0,150.0,1403/05/28,1404/01/28 - 03:12:30,,,
601441,کشاورزی,تربت حیدریه,909801034949.0,50.0,1400/03/09,1404/01/28 - 02:10:36,,,
603097,کشاورزی,تربت حیدریه,909801056633.0,150.0,1403/01/11,1404/01/28 - 03:07:44,,,
529115,کشاورزی,مشهد,909801033207.0,150.0,1399/08/08,1404/01/28 - 02:10:45,132354.8,783729.2,6.23
516814,کشاورزی,مشهد,909801052977.0,150.0,1402/10/11,1404/01/28 - 03:09:17,,,
515800,کشاورزی,مشهد,909801032683.0,100.0,1399/05/30,1404/01/28 - 02:10:49,574240.0,1026083.8,27.01
517883,کشاورزی,مشهد,909801032440.0,150.0,1399/04/05,1403/09/12 - 02:10:32,511958.13,2289371.5,9.26
518955,کشاورزی,مشهد,909801033621.0,80.0,1399/09/26,1401/04/09 - 02:11:35,,,
910611,کشاورزی,مشهد,909801057389.0,80.0,1403/01/25,1404/01/26 - 02:52:23,,,
108154,کشاورزی,کاشمر,909801036705.0,80.0,1402/06/18,1404/01/28 - 03:10:25,0.0,,
604292,کشاورزی,تربت حیدریه,909801057588.0,80.0,1403/05/03,1404/01/28 - 03:11:05,,,
100129,کشاورزی,سبزوار,909801063796.0,100.0,1403/04/11,1404/01/28 - 03:05:23,,,
603076,کشاورزی,تربت حیدریه,909801034255.0,150.0,1400/11/05,1404/01/28 - 02:09:52,530520.4,433081.7,30.71
604994,کشاورزی,تربت حیدریه,909801067570.0,50.0,1403/07/21,1404/01/28 - 03:10:39,,,
516579,کشاورزی,مشهد,909801033571.0,100.0,1399/09/23,1404/01/28 - 03:11:27,408130.2,747942.8,8.55
102406,کشاورزی,سبزوار,909801063358.0,50.0,1403/05/16,1404/01/28 - 03:07:13,,,
529081,کشاورزی,مشهد,909801033384.0,150.0,1399/09/07,1404/01/28 - 03:04:02,258433.2,641053.0,15.03
529392,کشاورزی,مشهد,909801035227.0,100.0,1400/04/16,1403/05/26 - 01:34:44,874732.1,519213.1,28.2
200307,کشاورزی,قوچان,909801061627.0,50.0,1403/03/13,1404/01/28 - 03:07:27,,,
804917,کشاورزی,نیشابور,909801037470.0,50.0,1400/10/09,1404/01/18 - 02:11:10,55627.735,112826.9,1.98
514590,کشاورزی,مشهد,909801046036.0,125.0,1401/06/23,1403/05/25 - 01:53:49,127244.0,9666.3,11.45
102251,کشاورزی,سبزوار,909801040714.0,80.0,1401/11/10,1401/11/08 - 02:11:01,0.0,0.0,
529141,کشاورزی,مشهد,909801047209.0,150.0,1401/10/04,1403/09/09 - 03:08:24,56178.73,1506.6,28.78
515737,کشاورزی,مشهد,909801034125.0,150.0,1399/12/19,1404/01/28 - 02:10:42,415011.3,919898.6,15.01
604203,کشاورزی,تربت حیدریه,909801035366.0,125.0,1400/07/10,1404/01/28 - 02:10:35,64557.39,163288.7,2.96
302467,کشاورزی,گناباد,909801058056.0,150.0,1403/03/29,1404/01/28 - 03:10:57,,,
603009,کشاورزی,تربت حیدریه,909801053618.0,200.0,1403/02/02,1404/01/28 - 03:09:22,,,
516764,کشاورزی,مشهد,909801032477.0,50.0,1399/04/25,1404/01/28 - 03:10:41,24202.45,492778.6,2.55
601253,کشاورزی,تربت حیدریه,909801047563.0,80.0,1403/05/30,1403/06/23 - 03:08:54,0.0,,
515068,کشاورزی,مشهد,909801064593.0,125.0,1403/06/20,1404/01/28 - 03:04:46,,,
517227,کشاورزی,مشهد,909801036885.0,80.0,1400/09/11,1404/01/19 - 02:11:12,182420.9,175823.0,15.89
514357,کشاورزی,مشهد,909801039574.0,150.0,1401/01/27,1404/01/28 - 02:07:26,312000.0,155799.2,19.08
603027,کشاورزی,تربت حیدریه,909801065377.0,200.0,1403/06/22,1404/01/27 - 03:10:43,,,
608931,کشاورزی,کاشمر,909801036531.0,80.0,1402/10/16,1404/01/28 - 02:10:33,0.0,,
605368,کشاورزی,تربت حیدریه,909801033235.0,80.0,1399/12/06,1404/01/28 - 02:10:31,286819.08,713383.9,8.31
529022,کشاورزی,مشهد,909801044147.0,150.0,1401/07/02,1404/01/28 - 02:08:29,112251.086,13333.9,15.84
514360,کشاورزی,مشهد,909801033007.0,50.0,1399/07/22,1404/01/28 - 02:07:49,61209.58,255651.1,4.9
600099,کشاورزی,تربت حیدریه,909801066591.0,50.0,1403/07/05,1404/01/28 - 03:10:43,,,
529296,کشاورزی,مشهد,909801052445.0,125.0,1402/12/15,1404/01/27 - 03:10:34,,,
514814,کشاورزی,مشهد,909801035644.0,125.0,1400/06/11,1404/01/26 - 01:40:46,175942.22,611736.5,7.01
518168,کشاورزی,مشهد,909801032656.0,125.0,1399/06/24,1403/04/19 - 00:51:03,99320.6,599437.5,5.34
517344,کشاورزی,مشهد,909801053573.0,150.0,1403/04/27,1404/01/28 - 03:11:12,,,
514049,کشاورزی,مشهد,909801063187.0,150.0,1403/04/19,1404/01/28 - 02:35:20,,,
600136,کشاورزی,تربت حیدریه,909801059526.0,80.0,1403/01/09,1404/01/28 - 03:10:46,,,
514366,کشاورزی,مشهد,909801036374.0,150.0,1400/07/27,1404/01/28 - 01:56:07,189551.33,962537.6,7.75
804632,کشاورزی,مشهد,909801046630.0,150.0,1403/11/18,1403/07/06 - 03:02:28,0.0,,
910902,کشاورزی,تربت جام,909801037895.0,150.0,1400/10/19,1404/01/27 - 02:10:17,84361.01,193435.5,15.43
606085,کشاورزی,تربت حیدریه,909801033625.0,150.0,1401/06/05,1404/01/28 - 02:56:06,135.906,,7.69
927140,کشاورزی,تایباد,909801036699.0,100.0,1400/09/16,1404/01/26 - 03:09:33,99480.4,183033.2,6.55
516349,کشاورزی,مشهد,909801033653.0,150.0,1399/10/22,1404/01/28 - 03:06:38,137067.0,1055324.0,9.89
514617,کشاورزی,مشهد,909801032634.0,80.0,1399/05/25,1404/01/26 - 03:02:28,6912.84,64536.5,7.48
606007,کشاورزی,تربت حیدریه,909801039279.0,150.0,1400/12/05,1403/07/09 - 08:34:55,528689.61,257145.6,33.09
515437,کشاورزی,مشهد,909801041145.0,200.0,1401/03/09,1404/01/28 - 03:10:39,0.0,0.0,
603405,کشاورزی,تربت حیدریه,909801035388.0,200.0,1400/04/06,1404/01/28 - 03:11:20,644924.53,1803723.9,2.6
603463,کشاورزی,تربت حیدریه,909801035559.0,200.0,1400/04/06,1404/01/28 - 02:10:34,1325602.3,638904.1,24.45
604414,کشاورزی,تربت حیدریه,909801056525.0,125.0,1403/03/22,1404/01/28 - 02:48:47,,,
622137,کشاورزی,تربت حیدریه,909801050095.0,125.0,1402/07/24,1404/01/28 - 03:09:09,0.0,776.9,0.8
606042,کشاورزی,تربت حیدریه,909801059169.0,150.0,1402/12/14,1404/01/27 - 02:56:07,,,
515157,کشاورزی,مشهد,909801041997.0,50.0,1401/04/18,1403/02/03 - 02:10:32,2393.177,86799.3,0.82
521084,کشاورزی,درگز,909801059036.0,150.0,1403/02/03,1403/03/06 - 03:10:48,,,
606009,کشاورزی,تربت حیدریه,909801037409.0,150.0,1400/12/05,1403/10/09 - 01:32:15,494539.79,208229.0,36.12
514901,کشاورزی,مشهد,909801033656.0,150.0,1399/10/24,1403/07/22 - 03:03:51,6842531.328,1712925.4,8.78
514377,کشاورزی,مشهد,909801035364.0,125.0,1401/01/22,1404/01/28 - 02:10:33,342498.6,239673.7,18.6
606008,کشاورزی,تربت حیدریه,909801048183.0,150.0,1401/09/23,1402/09/17 - 02:33:31,90143.16,562.5,39.7
606006,کشاورزی,تربت حیدریه,909801053487.0,200.0,1402/06/08,1404/01/28 - 03:04:50,,,
606010,کشاورزی,تربت حیدریه,909801039492.0,150.0,1400/12/18,1404/01/10 - 02:10:52,443507.49,221270.1,31.81
515693,کشاورزی,مشهد,909801048825.0,50.0,1402/02/21,1404/01/28 - 03:08:57,0.0,,1.6
517268,کشاورزی,مشهد,909801056374.0,150.0,1403/01/29,1404/01/28 - 03:05:03,,,
514628,کشاورزی,مشهد,909801035189.0,50.0,1400/06/16,1404/01/28 - 02:09:59,2983.48,16172.2,3.01
100439,کشاورزی,سبزوار,909801059522.0,80.0,1403/02/16,1404/01/28 - 03:06:35,,,
603049,کشاورزی,تربت حیدریه,909801048525.0,200.0,1402/02/05,1404/01/28 - 03:09:49,0.0,,
302159,کشاورزی,گناباد,909801035392.0,100.0,1400/04/27,1404/01/08 - 02:13:09,70633.33,11671.8,0.86
514017,کشاورزی,مشهد,909801033547.0,200.0,1399/09/22,1404/01/28 - 02:09:40,7166205.0,1913953.9,29.75
100085,کشاورزی,سبزوار,909801036489.0,150.0,1400/06/21,1404/01/28 - 03:11:35,7028403.34,66700.6,28.82
200932,کشاورزی,قوچان,909801057304.0,50.0,1402/10/06,1403/12/20 - 02:57:23,,,
805007,کشاورزی,مشهد,909801033089.0,200.0,1399/07/14,1403/06/05 - 00:41:43,1826.6,21074.4,43.18
514018,کشاورزی,مشهد,909801033245.0,200.0,1399/08/15,1404/01/28 - 02:08:33,597022.9,1207275.1,18.42
514436,کشاورزی,مشهد,909801058055.0,150.0,1403/02/27,1404/01/28 - 02:48:28,,,
606138,کشاورزی,بجستان,909801039719.0,150.0,1400/11/29,1404/01/28 - 02:09:04,2230785.43,1285028.3,29.61
529027,کشاورزی,مشهد,909801032139.0,150.0,1399/02/15,1403/12/21 - 03:06:32,403653.55,524880.6,23.78
514378,کشاورزی,مشهد,909801037182.0,150.0,1400/09/01,1402/09/22 - 02:11:31,265532.2,797101.2,9.22
603250,کشاورزی,تربت حیدریه,909801056223.0,125.0,1402/12/20,1404/01/28 - 03:10:58,,,
603084,کشاورزی,تربت حیدریه,909801059166.0,150.0,1402/12/25,1404/01/28 - 03:10:38,,,
102847,کشاورزی,سبزوار,909801035614.0,150.0,1400/04/08,1402/02/06 - 02:10:20,776784.7,899375.4,35.11
604634,کشاورزی,تربت حیدریه,909801041122.0,50.0,1401/02/12,1404/01/28 - 12:24:22,3291.629,5243.3,2.6
514676,کشاورزی,مشهد,909801054139.0,150.0,1402/07/10,1403/01/27 - 03:02:08,,,
514444,کشاورزی,مشهد,909801054141.0,150.0,1402/07/08,1404/01/28 - 03:11:36,,,
100669,کشاورزی,سبزوار,909801044405.0,150.0,1401/04/22,1404/01/28 - 01:31:19,156223.65,253075.7,27.22
514494,کشاورزی,مشهد,909801041084.0,200.0,1401/02/08,1404/01/26 - 02:10:35,597342.8,150680.4,41.5
514772,کشاورزی,مشهد,909801041683.0,100.0,1401/08/25,1404/01/28 - 02:07:48,23532.22,21514.8,6.83
530198,کشاورزی,مشهد,909801032633.0,80.0,1399/05/16,1404/01/28 - 03:04:28,-150444.8,108023.2,7.17
805853,کشاورزی,نیشابور,909801041127.0,50.0,1401/02/21,1404/01/27 - 02:11:07,621.169,1107.7,3.15
927139,کشاورزی,تایباد,909801047294.0,200.0,1401/10/14,1404/01/27 - 03:09:50,10982.462,3020.2,9.01
604329,کشاورزی,تربت حیدریه,909801044143.0,150.0,1401/05/30,1404/01/28 - 02:10:50,101193.739,186966.2,17.73
519467,کشاورزی,مشهد,909801052001.0,150.0,1403/01/19,1404/01/28 - 03:08:00,,,
529317,کشاورزی,مشهد,909801048178.0,150.0,1401/09/18,1403/01/23 - 02:35:38,36897.8,438.5,20.42
603550,کشاورزی,کاشمر,909801033654.0,150.0,1399/11/28,1404/01/28 - 00:45:59,2756454.396,1296686.6,20.32
601283,کشاورزی,تربت حیدریه,909801033396.0,200.0,1399/09/21,1404/01/28 - 02:07:31,361337.4,1889876.4,17.96
601013,کشاورزی,تربت حیدریه,909801033388.0,125.0,1399/09/20,1404/01/28 - 03:11:41,208647.153,166204.2,16.86
601393,کشاورزی,تربت حیدریه,909801033546.0,150.0,1399/09/18,1404/01/28 - 00:48:56,417595.1,1414178.6,10.46
514093,کشاورزی,مشهد,909801033349.0,200.0,1400/05/05,1404/01/28 - 02:10:49,-24297.96,85476.9,4.55
517930,کشاورزی,مشهد,909801033362.0,150.0,1400/04/28,1404/01/28 - 02:09:47,576011.5,1031567.9,8.52
516357,کشاورزی,مشهد,909801033363.0,150.0,1400/05/03,1404/01/28 - 01:24:01,194207.4,940802.7,8.18
516368,کشاورزی,مشهد,909801033386.0,150.0,1400/04/29,1404/01/28 - 02:10:32,311983.2,947789.1,13.27
514095,کشاورزی,مشهد,909801033391.0,125.0,1399/09/16,1404/01/28 - 02:10:40,404767.66,1079644.0,2.52
514084,کشاورزی,مشهد,909801033398.0,150.0,1400/04/28,1403/06/06 - 02:10:03,160650.9,1480804.6,6.0
516365,کشاورزی,مشهد,909801033401.0,150.0,1400/05/03,1404/01/27 - 03:11:52,89654.3,1205015.7,4.09
516355,کشاورزی,مشهد,909801033419.0,200.0,1400/07/20,1403/08/10 - 02:10:49,73516.63,838996.5,5.56
516353,کشاورزی,مشهد,909801033456.0,200.0,1400/05/05,1404/01/28 - 02:11:06,-169011.8,933615.6,10.08
516352,کشاورزی,مشهد,909801033545.0,150.0,1400/01/21,1404/01/28 - 01:26:33,337710.8,958642.5,8.76
515743,کشاورزی,مشهد,909801033590.0,125.0,1399/09/16,1404/01/28 - 02:11:20,2205170.2,3849615.4,15.15
516358,کشاورزی,مشهد,909801033596.0,125.0,1400/04/29,1404/01/28 - 03:13:30,64702.91,634380.3,3.16
516377,کشاورزی,مشهد,909801033676.0,200.0,1399/10/02,1400/09/12 - 02:09:12,,,
517920,کشاورزی,مشهد,909801035367.0,125.0,1400/07/06,1404/01/28 - 02:10:40,293584.0,2061381.7,10.04
514100,کشاورزی,مشهد,909801035370.0,125.0,1400/07/12,1404/01/28 - 02:11:06,378585.6,280826.2,17.87
514099,کشاورزی,مشهد,909801035372.0,100.0,1400/09/04,1404/01/28 - 02:10:54,200031.57,525739.9,7.87
514663,کشاورزی,مشهد,909801035395.0,150.0,1400/10/13,1404/01/28 - 02:10:34,408294.78,249793.4,27.7
516366,کشاورزی,مشهد,909801035413.0,125.0,1400/08/29,1404/01/23 - 02:10:40,137561.805,286980.2,2.13
514088,کشاورزی,مشهد,909801035414.0,125.0,1400/07/20,1404/01/28 - 03:11:43,176261.23,385364.0,11.82
516369,کشاورزی,مشهد,909801035548.0,125.0,1400/08/25,1404/01/28 - 02:00:56,103233.87,466658.0,4.11
514086,کشاورزی,مشهد,909801035551.0,100.0,1403/02/11,1404/01/28 - 01:56:14,0.0,,
514090,کشاورزی,مشهد,909801035562.0,150.0,1400/08/24,1404/01/27 - 03:09:29,1367.752,36263.4,1.83
515619,کشاورزی,مشهد,909801035577.0,125.0,1403/07/23,1404/01/13 - 02:10:33,0.0,,
514089,کشاورزی,مشهد,909801035582.0,125.0,1400/06/29,1404/01/28 - 03:04:34,1524866.6,1006148.7,24.55
