Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
255.66,0,0.0,3603059.9,431214.1,945,1036,3093.69,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
156.8,0,0.0,619741.2,786867.35,478,491,1557.1,1401/011401/021401/031401/041401/051401/061403/011403/031403/041403/051403/061403/071403/081403/091403/101403/11
155.51,0,0.0,507615.8,405252.3,540,581,1763.98,1401/011401/021401/031401/041401/051401/061401/071401/081401/091402/121403/011403/021403/031403/041403/051403/061403/071403/081403/09
13.68,0,0.0,128.6,991.554,465,489,1522.58,1402/011402/021402/031402/041402/051402/061402/071403/041403/051403/061403/071403/081403/091403/101403/111403/12
57.5,2,6.45,1032831.6,146237.0,893,947,2922.91,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,0.3,465,485,1533.33,1402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
203.73,8,25.81,1899489.8,1345956.2,763,763,2500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031403/021403/031403/041403/051403/061403/071403/091403/101403/111403/12
314.39,40,131.60999999999999,8431090.7,18462258.089,919,977,3010.97,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111403/011403/021403/031403/041403/051403/061403/071403/081403/09
148.88,1,3.23,2485088.4,318367.59,1080,1096,3548.39,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
356.39,0,0.0,662537.5,717237.2,1023,1036,3356.87,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
309.58,1,3.45,306570.60000000003,666399.2,566,611,1847.01,1401/011401/021401/031401/041401/051401/061401/071401/081402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
156.31,0,0.0,178323.5,845677.5999999999,335,335,1100.0,1401/011401/021401/031403/051403/061403/071403/081403/091403/101403/111403/12
424.52,0,0.0,1188381.1,351469.7,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
81.15,0,0.0,17941.2,75340.28,87,121,288.06,1401/111401/121402/011402/02
120.97,0,0.0,451023.5,135273.26499999998,523,610,1711.3,1401/011401/021401/031401/041401/051401/061401/071401/091401/101401/111403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
705.25,3,9.68,1030385.1,801702.9,1070,1096,3516.13,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
182.55,0,0.0,719306.6,371694.3,514,546,1695.27,1401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/11
150.94,0,0.0,394301.8,510186.39999999997,561,581,1833.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
67.75,0,0.0,1273297.3,212799.0,946,946,3100.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/07
76.58,0,0.0,2772141.0,180646.1,560,579,1836.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101403/041403/051403/061403/071403/081403/091403/101403/111403/12
58.13,2,6.68,925982.7,95123.6,1031,1036,3383.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
215.15,14,45.16,2603640.9,1492742.9819999998,1018,1037,3336.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/081403/091403/101403/111403/12
83.15,0,0.0,7861.2,130099.18,513,545,1693.33,1402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
73.3,15,50.02,203840.8,34382.095,1064,1065,3496.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
10058.49,0,0.0,9357.2,23739113.8,397,397,1300.0,1401/021403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
892.48,0,0.0,380989.3,1645003.6,870,880,2866.67,1401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
97.05,0,0.0,65081.7,29043.921,440,459,1437.42,1401/011401/021401/031402/041403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
111.34,13,42.69,152977.1,215803.975,864,943,2838.79,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/121402/011402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
288.04,2,6.78,1626992.2,501734.6,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
1020.48,0,0.0,1074707.7,1623287.0,1095,1096,3596.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
18.48,0,0.0,33504.6,3006.52,1062,1066,3486.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
0.0,0,0.0,0.0,0.0,199,212,658.06,1403/051403/061403/071403/081403/101403/111403/12
17.32,0,0.0,305.7,4484.961,229,242,758.06,1403/051403/061403/071403/081403/091403/101403/111403/12
24.53,0,0.0,783.8,104287.611,264,332,874.84,1402/091402/101402/111402/121403/011403/021403/031403/071403/081403/091403/10
341.81,3,10.34,783420.0,413650.9,1001,1005,3286.99,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/031403/041403/051403/061403/071403/081403/091403/10
90.72,2,6.9,2774297.4,97364.75,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
165.45,0,0.0,37294.7,274820.9,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
879.41,0,0.0,333475.2,1040220.24,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
172.07999999999998,5,16.13,1265552.2,465979.0,950,976,3113.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/08
216.63,37,121.73,658860.4,2161860.62,777,794,2543.44,1401/011401/021401/041401/051401/061401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081403/031403/041403/051403/061403/071403/081403/091403/10
441.36,0,0.0,4772274.9,753291.85,1072,1096,3520.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
467.39,17,57.13,4078600.3000000003,3494839.6300000004,1066,1066,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/081403/091403/101403/111403/12
595.55,0,0.0,532935.5,834834.88,933,977,3055.26,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091403/011403/021403/031403/041403/051403/061403/071403/081403/091403/111403/12
400.39,25,84.25999999999999,6549424.8,7530967.3,945,946,3096.77,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/121403/011403/021403/031403/041403/051403/061403/071403/08
526.89,4,13.01,1151901.3,847336.7,858,946,2811.41,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/101402/121403/011403/021403/031403/041403/051403/061403/081403/091403/111403/12
305.6,0,0.0,387213.1,1175658.7,471,490,1538.71,1401/011401/021401/031401/041401/051401/061403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
298.49,0,0.0,618060.0,524465.2,577,581,1886.67,1401/011401/021401/031401/041401/051401/061401/071401/081403/011403/021403/041403/051403/061403/071403/081403/091403/101403/111403/12
217.29,0,0.0,2299.2,77970.95,258,272,854.84,1402/051402/061402/071402/081402/091402/101402/111402/121403/01
177.23,8,26.9,3599325.2,333737.81,1062,1065,3489.66,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
159.74,0,0.0,494395.4,909844.843,336,336,1100.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091403/111403/12
469.57,0,0.0,382599.7,876827.7,923,946,3025.58,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/07
222.03,0,0.0,2825.0,145693.2,518,545,1710.0,1402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
321.59,1,3.33,5006937.8,2489864.8,1025,1036,3363.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
1563.26,0,0.0,1621590.2,1647939.5,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
510.61,0,0.0,2918830.5,1078214.1,701,701,2300.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/11
202.73,0,0.0,393813.1,375787.9,1077,1096,3538.71,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
5304.33,40,129.03,1951343.8,5273299.5,929,946,3043.22,1401/011401/021401/031401/041401/051401/061401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
430.65,2,6.45,141795.8,499080.969,854,886,2795.28,1401/011401/021401/031401/041401/051401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091403/011403/021403/031403/041403/051403/061403/071403/081403/09
302.37,0,0.0,1377967.7,1209900.06,528,548,1735.38,1401/011401/021401/031401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/111402/121403/06
1507.14,0,0.0,1648040.8,2590067.0,1070,1096,3516.13,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
245.97,0,0.0,21409.9,608307.0,944,945,3096.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/051403/061403/071403/08
456.72,10,33.13,6290617.3,1147044.2,1036,1036,3400.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/111403/12
198.49,0,0.0,8637.8,543176.7,553,581,1809.57,1402/011402/021402/031402/041402/051402/061402/071402/081403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
14.9,0,0.0,108.2,196.379,593,669,1946.66,1401/081401/091401/101401/111402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/031403/041403/051403/061403/071403/08
3.9,0,0.0,0.0,98.42,45,62,145.16,1401/011401/02
0.0,0,0.0,0.0,0.0,168,180,560.22,1401/081401/091401/101401/111401/121402/01
30.3,0,0.0,0.0,0.0,162,180,540.3199999999999,1401/081401/091401/101401/111401/121402/01
0.0,0,0.0,0.0,0.0,103,120,343.33,1403/071403/081403/111403/12
542.4,0,0.0,147070.0,201567.3,941,941,3100.0,1401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
92.4,0,0.0,305458.2,135363.1,263,276,856.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/09
65.91,3,9.68,379608.4,423603.87,606,644,1977.42,1401/011401/021401/031401/041401/051402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/05
587.02,49,163.91,32449477.2,27225168.099999998,1009,1036,3310.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/111403/12
187.58,2,6.78,573423.9,280654.6,1040,1065,3419.35,1401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,0.0,519,545,1713.33,1402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
60.24,0,0.0,70321.9,37580.961,550,579,1804.41,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101403/031403/051403/061403/071403/081403/091403/101403/111403/12
196.02,0,0.0,698192.0,295346.724,1006,1006,3300.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111402/011402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/111403/12
199.6,0,0.0,2095.3,31725.57,947,972,3119.35,1401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
817.39,0,0.0,420736.9,636578.4,1080,1096,3548.39,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
51.730000000000004,2,6.67,4862.0,25297.71,834,850,2746.77,1401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
15.489999999999998,0,0.0,37529.0,29421.555999999997,1064,1066,3493.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
130.54,0,0.0,398103.1,203292.8,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
565.23,0,0.0,1295243.9,291173.0,1066,1066,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/091403/101403/111403/12
464.98,1,3.23,1178824.3,998297.43,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
268.02,0,0.0,1384951.8,545939.92,811,886,2657.4,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/111402/121403/011403/021403/031403/041403/051403/06
226.25,0,0.0,1947.9,171675.4,606,638,1996.77,1402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/041403/051403/061403/071403/081403/091403/101403/111403/12
1.6,0,0.0,1.0,5.661,54,60,180.0,1403/111403/12
227.52,2,6.67,3928264.5,344233.4,852,946,2790.96,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/071402/101403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
365.01,37,124.47999999999999,23766687.599999998,24690093.35,594,638,1956.12,1402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,0.0,225,246,730.0,1401/011401/021401/031401/041401/051401/061401/071401/08
14.350000000000001,0,0.0,409.5,6039.508,191,211,635.48,1403/061403/071403/081403/091403/101403/111403/12
1110.01,3,10.0,2115993.4,1750621.53,1053,1066,3456.66,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
554.85,5,16.560000000000002,4733101.5,4004533.5,940,976,3082.68,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101403/011403/021403/031403/051403/061403/071403/081403/091403/101403/11
69.1,0,0.0,1417463.1,97682.0,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
21.62,0,0.0,207267.3,49015.1,151,155,487.1,1401/011401/021401/031401/041401/05
54.07,0,0.0,703034.8,50407.8,1066,1066,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/101403/111403/12
0.0,0,0.0,0.0,382.65,195,211,648.39,1403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,0.113,53,60,176.67000000000002,1403/111403/12
231.49,0,0.0,113395.8,445096.994,759,760,2496.55,1401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
811.46,5,17.119999999999997,2709743.2,1701990.27,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
894.62,1,3.33,2879555.2,1841612.3,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
178.05,42,135.49,1714768.2,7601554.0,508,584,1652.26,1401/011401/021401/031401/041401/051401/061401/071401/081401/111401/121402/011402/021402/031402/041402/051403/031403/041403/051403/06
219.59,1,3.45,409303.8,350473.1,923,972,3041.84,1401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
28.39,0,0.0,75954.6,57308.008,399,425,1316.13,1401/021401/031401/041401/051401/061401/071401/081401/091403/071403/081403/091403/101403/111403/12
36.39,0,0.0,1172522.3,269227.36,367,367,1200.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111403/02
93.06,0,0.0,5560.0,62922.37,972,972,3200.0,1401/011401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
86.56,0,0.0,1467807.2,121371.528,976,976,3200.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101403/021403/031403/041403/051403/061403/081403/091403/101403/111403/12
46.22,0,0.0,1161.5,45339.549,299,304,983.87,1403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
100.85,7,22.58,5178313.6,423497.75,1081,1096,3550.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
327.19,0,0.0,162896.3,405249.3,942,972,3103.23,1401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
255.93,0,0.0,923592.3,480571.2,206,216,666.67,1401/011401/021401/031401/041401/051401/061403/07
389.85,4,13.440000000000001,867240.0,614811.17,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
28.599999999999998,0,0.0,221.9,23347.961,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
709.49,0,0.0,395647.5,948529.36,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
15.06,0,0.0,224.5,12028.717999999999,1011,1036,3316.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
163.2,0,0.0,1798165.0,334487.715,950,976,3116.12,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/12
422.15999999999997,3,9.79,379308.6,408488.07,788,946,2576.73,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/07
87.25,0,0.0,1244758.8,396262.24,518,520,1693.55,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/05
59.89,0,0.0,1756.2,93070.59,330,365,1083.33,1402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/08
258.62,0,0.0,321387.6,357215.4,635,641,2080.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/09
485.81,0,0.0,667668.8,895266.4400000001,869,915,2851.07,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/081402/091403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
19.94,0,0.0,41.0,196.276,138,150,460.0,1403/071403/091403/101403/111403/12
234.09,1,3.45,1506572.3,363836.7,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
192.56,0,0.0,2150.7,318967.984,243,243,800.0,1403/041403/051403/061403/071403/081403/091403/101403/12
929.07,3,9.79,1455698.9,613522.9,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,0.0,166,180,553.33,1403/071403/081403/091403/101403/111403/12
20.15,0,0.0,43.6,49.721999999999994,201,216,650.0,1401/011401/021401/031401/041401/051401/061401/07
422.01,1,3.23,4034974.4,984836.0,841,941,2771.27,1401/011401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
14.08,1,3.23,961.4,2315.319,475,487,1560.0,1401/011401/021401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/10
110.28,2,6.45,721117.5,175633.0,1062,1096,3490.1,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
184.84,0,0.0,720661.3,286806.6,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
