,Subscription Code,License Type,County,Meter Serial,Meter Size,Installation Date,Last Connection Time,Consumption in Period (m³),Operating Hours in Period (h),Average Flow Rate in Period (l/s)
921,1650830542,,فریمان,929801000409.0,15.0,1403/11/18,1404/01/27 - 13:55:26,0.114,0.0,
922,107286,,نیشابور,909801065663.0,150.0,1403/06/19,1404/01/27 - 03:10:54,1605.478,23.9,23.42
923,14211153,,خرو,929801000240.0,25.0,1402/12/14,1404/01/27 - 13:51:00,20536.516,0.0,
924,606138,کشاورزی,بجستان,909801039719.0,150.0,1400/11/29,1404/01/28 - 02:09:04,552599.0,87220.1,26.86
925,529027,کشاورزی,مشهد,909801032139.0,150.0,1399/02/15,1403/12/21 - 03:06:32,91142.3,31722.0,20.5
926,529182,صنعتی,مشهد,909801039483.0,50.0,1401/01/28,1404/01/28 - 03:07:44,37817.39,4336.4,2.72
927,209317,,درگز,909801049681.0,100.0,1402/04/27,1404/01/28 - 03:11:10,170532.78,5786.7,14.27
928,514378,کشاورزی,مشهد,909801037182.0,150.0,1400/09/01,1402/09/22 - 02:11:31,,,
929,518488,صنعتی,مشهد,909801063014.0,80.0,1403/04/06,1404/01/25 - 03:11:13,44268.05,2999.2,3.26
930,603250,کشاورزی,تربت حیدریه,909801056223.0,125.0,1402/12/20,1404/01/28 - 03:10:58,169005.866,7692.0,8.15
931,101203,شرب و بهداشت دام,سبزوار,909801055470.0,50.0,1403/03/30,1404/01/28 - 03:10:40,16676.971,3629.2,1.26
932,520115,صنعتی,مشهد,909801051929.0,50.0,1402/05/02,1403/08/09 - 03:10:41,-0.027,0.0,
933,603084,کشاورزی,تربت حیدریه,909801059166.0,150.0,1402/12/25,1404/01/28 - 03:10:38,244464.61,4327.5,14.54
934,14211100,,خرو,929801000261.0,40.0,1403/01/01,1404/01/28 - 03:11:37,3150.614,0.0,
935,102847,کشاورزی,سبزوار,909801035614.0,150.0,1400/04/08,1402/02/06 - 02:10:20,,,
936,525522,صنعتی,مشهد,909801032909.0,100.0,1399/06/06,1404/01/28 - 02:10:32,252483.0,7111.5,10.22
937,517251,صنعتی,مشهد,909801033411.0,50.0,1399/09/11,1404/01/28 - 03:11:07,8656.209,649.3,4.19
938,14211187,,خرو,929801000238.0,25.0,1402/12/02,1404/01/03 - 00:12:46,5044.067,0.0,
939,107260,خدمات,نیشابور,909801034821.0,50.0,1400/02/02,1404/01/28 - 03:10:54,3592.322,1488.5,2.3
940,516095,شرب شهری,مشهد,909801041710.0,50.0,1401/06/27,1404/01/28 - 02:00:09,71.691,14.0,1.39
941,200682,صنعتی,قوچان,909801035012.0,50.0,1400/07/26,1404/01/28 - 02:10:05,733.02,221.4,1.53
942,516620,صنعتی,مشهد,909801032978.0,50.0,1399/07/13,1401/07/30 - 02:10:33,,,
943,604634,کشاورزی,تربت حیدریه,909801041122.0,50.0,1401/02/12,1404/01/28 - 12:24:22,3030.948,367.4,2.36
944,212144,,مشهد,909801041690.0,100.0,1401/04/11,1403/11/27 - 02:10:30,75805.9,120649.7,2.89
945,212151,,مشهد,909801041716.0,50.0,1401/04/23,1404/01/28 - 02:53:56,13880.716,4222.7,0.78
946,212143,,مشهد,909801041733.0,100.0,1401/04/14,1404/01/28 - 03:10:37,26011.5,3722.4,2.3
947,212149,,مشهد,909801044520.0,80.0,1401/04/16,1404/01/28 - 02:09:47,28297.65,4348.3,1.99
948,212141,,مشهد,909801044521.0,80.0,1401/04/13,1403/08/01 - 01:40:45,,,
949,212146,,مشهد,909801044523.0,80.0,1401/04/16,1404/01/28 - 02:10:33,36734.0,7612.2,1.41
950,212148,,مشهد,909801044532.0,80.0,1401/04/16,1404/01/28 - 03:10:34,-41523.912,5527.0,1.74
951,212147,,مشهد,909801044533.0,80.0,1401/04/15,1404/01/28 - 02:10:34,14886.5,4658.3,0.94
952,212142,,مشهد,909801044534.0,80.0,1401/04/13,1403/06/30 - 02:55:50,,,
953,212145,,مشهد,909801044579.0,50.0,1401/04/12,1404/01/28 - 02:11:24,-1704.635,1579.6,0.35
954,212152,,مشهد,909801044580.0,50.0,1401/04/30,1404/01/28 - 01:55:32,-1020.538,4346.9,2.18
955,212150,,مشهد,909801044581.0,50.0,1401/04/23,1403/06/05 - 01:14:11,,,
956,212153,,مشهد,909801044748.0,150.0,1401/04/29,1404/01/28 - 02:10:39,617900.8,6972.9,25.46
957,212154,,مشهد,909801044750.0,150.0,1401/04/28,1402/07/12 - 01:58:11,,,
958,806427,,نیشابور,909801063372.0,50.0,1403/06/26,1403/06/25 - 03:11:08,25.402,4.4,3.35
959,805820,,نیشابور,909801067567.0,50.0,1403/07/26,1404/01/28 - 03:10:39,1526.649,710.2,0.6
960,530865,صنعتی,مشهد,909801032674.0,50.0,1399/06/04,1404/01/28 - 03:10:34,3275.22,360.3,2.59
961,514676,کشاورزی,مشهد,909801054139.0,150.0,1402/07/10,1403/01/27 - 03:02:08,27406.98,269.9,31.91
962,514444,کشاورزی,مشهد,909801054141.0,150.0,1402/07/08,1404/01/28 - 03:11:36,47985.68,1337.4,16.98
963,608685,خدمات,کاشمر,909801037838.0,100.0,1401/02/25,1404/01/28 - 03:07:17,-100398.05,5454.9,16.82
964,خیام 42,,مشهد,909801041189.0,100.0,1402/11/25,,,,
965,چراغچی 56,,مشهد,909801041190.0,100.0,1402/11/21,,,,
966,بوستان حجاب,,مشهد,909801041193.0,100.0,1402/11/23,,,,
967,41194,,مشهد,909801041194.0,100.0,1402/12/17,,,,
968,مفتح شرقی 1,,مشهد,909801041729.0,125.0,1402/11/08,,,,
969,بوستان فروغی,,مشهد,909801041730.0,125.0,1402/11/08,1403/11/14 - 11:35:33,,,
970,کوی کارمندان,,مشهد,909801045038.0,150.0,1403/01/14,1403/12/14 - 09:41:39,,,
971,پارک پردیس,,مشهد,909801046254.0,200.0,1403/08/10,1403/10/07 - 03:10:35,208924.3,1570.1,40.78
972,بسیج 42,,مشهد,909801049737.0,100.0,1402/10/30,1402/08/16 - 02:57:38,,,
973,مفتح غربی,,مشهد,909801057424.0,80.0,1402/11/16,,,,
974,بوستان زندگی,,مشهد,909801057425.0,80.0,1402/11/02,,,,
975,بوستان پردیس قائم,,مشهد,909801058261.0,150.0,1402/12/26,1403/10/07 - 03:10:30,45126.43,1418.3,8.21
976,بوستان رجاء,,مشهد,909801058292.0,125.0,1402/12/26,,,,
977,بوستان نارنج,,مشهد,909801058408.0,125.0,1402/12/27,,,,
978,602886,,خواف,909801055906.0,100.0,1403/07/09,1404/01/27 - 01:51:35,65337.96,3314.8,6.65
979,516691,شرب و بهداشت دام,قوچان,909801032980.0,50.0,1399/07/15,1403/12/18 - 02:10:10,2240.13,568.4,0.85
980,518510,شرب و بهداشت دام,قوچان,909801033002.0,50.0,1399/07/20,1404/01/28 - 02:09:28,325.01,73.5,1.11
981,514726,صنعتی,مشهد,909801047291.0,200.0,1402/01/30,1403/11/14 - 02:25:58,,,
982,517612,صنعتی,مشهد,909801047293.0,200.0,1402/01/27,1403/12/14 - 02:19:50,-2118.39,78.2,4.94
983,517603,صنعتی,مشهد,909801047412.0,200.0,1402/01/28,1402/01/28 - 03:10:35,,,
984,514727,,مشهد,909801047414.0,200.0,1402/01/29,1402/01/29 - 03:10:38,,,
985,911305,خدمات,تربت جام,909801048829.0,50.0,1403/04/14,1404/01/28 - 03:10:47,,,
986,515938,صنعتی,مشهد,909801044680.0,50.0,1401/06/07,1404/01/28 - 02:05:01,71.36,11.0,0.77
987,517343,,مشهد,909801054214.0,100.0,1403/11/17,1404/01/28 - 03:10:40,0.922,0.0,
988,100669,کشاورزی,سبزوار,909801044405.0,150.0,1401/04/22,1404/01/28 - 01:31:19,178485.7,2749.0,21.2
989,608105,شرب و بهداشت دام,کاشمر,909801051642.0,50.0,1402/03/25,1404/01/28 - 03:09:06,621.078,263.7,0.86
990,526244,خدمات,مشهد,909801037812.0,80.0,1401/08/17,1404/01/28 - 01:25:21,27067.47,38938.7,1.17
991,841636,,کاخک,929801000894.0,25.0,1403/11/02,1403/11/02 - 00:10:27,0.0,0.0,
992,805869,شرب و بهداشت دام,نیشابور,909801047621.0,50.0,1401/09/10,1404/01/28 - 03:10:57,2858.224,18358.8,1.89
993,841967,,کاخک,929801000935.0,15.0,1403/10/20,1404/01/27 - 13:55:31,1628.502,0.0,
994,842045,,کاخک,929801000660.0,15.0,1403/10/20,1404/01/17 - 13:47:54,292.474,0.0,
995,608989,شرب و بهداشت دام,کاشمر,909801048109.0,50.0,1401/10/08,1404/01/28 - 01:49:13,5267.093,308.7,2.38
996,514494,کشاورزی,مشهد,909801041084.0,200.0,1401/02/08,1404/01/26 - 02:10:35,-1142056.0,16018.6,39.5
997,514216,صنعتی,مشهد,909801034789.0,50.0,1400/02/13,1404/01/28 - 02:07:26,644.98,83.6,2.22
998,514798,صنعتی,مشهد,909801045368.0,125.0,1401/05/30,1404/01/28 - 02:10:33,985.07,14.0,19.48
999,605245,صنعتی,تربت حیدریه,909801034835.0,50.0,1400/02/07,1403/02/16 - 02:10:36,776.72,70594.6,0.48
1000,622246,,کاشمر,909801034206.0,50.0,1399/12/04,1404/01/28 - 02:10:38,6959.7,19554.8,1.6
1001,514772,کشاورزی,مشهد,909801041683.0,100.0,1401/08/25,1404/01/28 - 02:07:48,113729.2,53217.1,6.1
1002,519030,صنعتی,مشهد,909801047057.0,50.0,1401/08/25,1404/01/27 - 03:10:31,26593.39,20008.0,2.07
1003,601510,صنعتی,تربت حیدریه,909801034028.0,50.0,1399/12/23,1404/01/28 - 08:30:45,,,
1004,516148,,مشهد,909801067694.0,50.0,1403/10/30,1404/01/28 - 03:07:21,796.022,193.1,1.9
1005,602603,خدمات,خواف,909801039143.0,50.0,1400/10/28,1404/01/28 - 02:11:10,2142.3,443953.2,0.51
1006,5515811,,فریمان,929801000455.0,15.0,1403/12/05,1404/01/27 - 13:50:51,2.501,0.0,
1007,804591,صنعتی,مشهد,909801046210.0,150.0,1401/08/23,1404/01/28 - 03:10:33,262031.8,34337.6,10.58
1008,530106,صنعتی,مشهد,909801034946.0,125.0,1400/02/30,1404/01/28 - 02:10:32,0.0,0.0,
1009,5515074,,فریمان,929801000088.0,25.0,1403/04/30,1403/03/18 - 21:19:33,0.0,0.0,
1010,517624,صنعتی,مشهد,909801039083.0,50.0,1401/01/20,1404/01/28 - 02:10:53,1160.384,765.7,2.06
1011,529650,,مشهد,909801033674.0,50.0,1399/10/20,1404/01/28 - 02:09:41,-624.204,101.1,1.28
1012,515468,صنعتی,مشهد,909801035314.0,50.0,1400/08/18,1404/01/28 - 02:10:34,4449.447,498.7,2.37
1013,530198,کشاورزی,مشهد,909801032633.0,80.0,1399/05/16,1404/01/28 - 03:04:28,51512.13,2321.6,6.71
1014,805853,کشاورزی,نیشابور,909801041127.0,50.0,1401/02/21,1404/01/27 - 02:11:07,10.435,1.2,3.15
1015,927139,کشاورزی,تایباد,909801047294.0,200.0,1401/10/14,1404/01/27 - 03:09:50,71092.1,1880.5,8.83
1016,604329,کشاورزی,تربت حیدریه,909801044143.0,150.0,1401/05/30,1404/01/28 - 02:10:50,193853.6,157746.3,21.01
1017,زاوه,,تربت حیدریه,909801048231.0,100.0,1402/02/28,1404/01/28 - 03:10:39,99265.14,32840.6,7.17
1018,515134,شرب و بهداشت دام,قوچان,909801037821.0,80.0,1401/06/20,1403/03/19 - 02:10:10,28.828,0.3,1.0
1019,514742,صنعتی,مشهد,909801045537.0,150.0,1401/06/15,1404/01/28 - 02:10:44,73661.0,1269.8,16.38
1020,602487,صنعتی,خواف,909801044566.0,80.0,1401/05/22,1403/07/08 - 03:10:25,76659.4,13796.2,6.42
1021,912722,صنعتی,تایباد,909801032089.0,150.0,1399/02/03,1404/01/28 - 02:45:53,28720.8,23657.8,6.92
1022,515766,صنعتی,مشهد,909801046633.0,150.0,1401/07/14,1404/01/28 - 03:10:40,394891.9,30335.9,18.47
1023,540807,,مشهد,909801050229.0,100.0,1403/01/16,1404/01/28 - 03:10:50,116192.73,6537.3,4.6
1024,519467,کشاورزی,مشهد,909801052001.0,150.0,1403/01/19,1404/01/28 - 03:08:00,14822.17,409.0,10.05
1025,303082,,گناباد,909801056156.0,50.0,1403/04/07,1403/06/06 - 03:10:39,7076.628,452.5,4.28
1026,541280,,مشهد,909801065308.0,150.0,1403/12/07,,,,
1027,541280,,مشهد,909801069836.0,150.0,1403/12/13,1404/01/28 - 03:10:33,18979.117,257.8,20.48
1028,910759,صنعتی,تربت جام,909801050043.0,50.0,1402/02/24,1402/08/04 - 02:55:30,,,
1029,000159,,کاخک,929801000159.0,20.0,1403/04/17,1403/11/22 - 13:44:47,9597.024,0.0,
1030,200007,,قوچان,909801067028.0,50.0,1403/09/04,1404/01/28 - 03:10:41,9141.973,1920.3,1.36
1031,518382,صنعتی,مشهد,909801039467.0,100.0,1401/09/30,1404/01/28 - 01:37:54,85457.6,23901.2,13.67
1032,542290,,مشهد,909801052442.0,125.0,1401/01/30,1404/01/28 - 03:10:37,16393.65,958.8,9.18
1033,541355,,مشهد,909801047056.0,50.0,1401/08/16,1404/01/28 - 03:10:32,373.541,207.3,0.51
1034,602864,خدمات,خواف,909801039444.0,100.0,1401/05/26,1404/01/28 - 03:10:33,119062.223,2321.0,29.95
1035,222224,,مشهد,909801044439.0,50.0,1401/08/22,1403/08/18 - 02:08:12,20498.95,60156.0,1.65
1036,107501,,سبزوار,909801051928.0,50.0,1402/04/17,1404/01/28 - 03:10:42,1080.608,52.2,2.88
1037,قند و عسل کاشمر(بیسمارک),,کاشمر,909801067636.0,50.0,1403/08/06,1404/01/26 - 03:10:47,8953.18,596.7,4.19
1038,517186,شرب و بهداشت دام,مشهد,909801032445.0,50.0,1399/05/13,1404/01/28 - 03:08:48,7938.95,1747.6,3.83
1039,520659,شرب و بهداشت دام,مشهد,909801034853.0,50.0,1400/05/21,1404/01/28 - 02:10:50,2595.86,14933.7,1.55
1040,516857,صنعتی,مشهد,909801061705.0,50.0,1403/03/20,1404/01/28 - 03:12:05,0.0,0.0,
1041,602981,,خواف,909801069131.0,100.0,1403/10/13,1404/01/28 - 03:08:03,668.078,39.4,7.7
1042,600868,,نیشابور,909801033890.0,50.0,1399/10/29,1404/01/28 - 03:10:44,,,
1043,623229,,کاشمر,909801058575.0,50.0,1403/03/01,1404/01/23 - 03:11:06,0.0,0.0,
1044,529317,کشاورزی,مشهد,909801048178.0,150.0,1401/09/18,1403/01/23 - 02:35:38,,,
1045,519696,صنعتی,مشهد,909801034208.0,50.0,1399/12/02,1404/01/24 - 05:16:21,-0.03,0.0,
1046,542707,,مشهد,909801068215.0,125.0,1403/12/03,1404/01/28 - 03:11:37,336.71,30.4,4.63
1047,خروجی فاضلاب کارخانه,,مشهد,909801055804.0,125.0,1403/12/07,1404/01/18 - 08:57:18,,,
1048,1711901,,چناران,909801044459.0,100.0,1402/10/24,1401/04/06 - 02:12:05,,,
1049,515571,,مشهد,909801068938.0,50.0,1403/12/25,1404/01/27 - 03:05:15,134.284,43.9,0.9
1050,604842,خدمات,تربت حیدریه,909801048220.0,80.0,1402/08/05,1404/01/28 - 03:10:37,4813.133,775.8,1.77
1051,911987,,تربت جام,909801061852.0,80.0,1403/02/25,1404/01/28 - 02:56:29,2445.135,237.0,2.91
1052,520571,صنعتی,مشهد,909801035297.0,50.0,1400/04/03,1404/01/28 - 02:10:33,2.006,0.0,
1053,516776,صنعتی,مشهد,909801048247.0,100.0,1402/04/22,1404/01/28 - 03:08:46,15992.44,263.4,14.35
1054,603550,کشاورزی,کاشمر,909801033654.0,150.0,1399/11/28,1404/01/28 - 00:45:59,222311.3,3033.9,20.25
1055,525089,صنعتی,مشهد,909801048184.0,150.0,1401/09/24,1404/01/28 - 03:11:20,219179.7,25070.4,14.69
1056,601283,کشاورزی,تربت حیدریه,909801033396.0,200.0,1399/09/21,1404/01/28 - 02:07:31,227510.4,16084.8,15.04
1057,601013,کشاورزی,تربت حیدریه,909801033388.0,125.0,1399/09/20,1404/01/28 - 03:11:41,-596948.295,1783.9,14.42
1058,601393,کشاورزی,تربت حیدریه,909801033546.0,150.0,1399/09/18,1404/01/28 - 00:48:56,121358.6,136153.7,9.55
1059,514093,کشاورزی,مشهد,909801033349.0,200.0,1400/05/05,1404/01/28 - 02:10:49,85695.9,21250.6,4.2
1060,517930,کشاورزی,مشهد,909801033362.0,150.0,1400/04/28,1404/01/28 - 02:09:47,106861.8,44046.1,8.36
1061,516357,کشاورزی,مشهد,909801033363.0,150.0,1400/05/03,1404/01/28 - 01:24:01,-454539.05,20784.0,33.23
1062,516368,کشاورزی,مشهد,909801033386.0,150.0,1400/04/29,1404/01/28 - 02:10:32,77227.1,2098.1,9.44
1063,514095,کشاورزی,مشهد,909801033391.0,125.0,1399/09/16,1404/01/28 - 02:10:40,-178658.666,11903.8,3.1
1064,514084,کشاورزی,مشهد,909801033398.0,150.0,1400/04/28,1403/06/06 - 02:10:03,,,
1065,516365,کشاورزی,مشهد,909801033401.0,150.0,1400/05/03,1404/01/27 - 03:11:52,-227307.122,412.4,7.56
1066,516355,کشاورزی,مشهد,909801033419.0,200.0,1400/07/20,1403/08/10 - 02:10:49,265050.0,3297.5,22.79
1067,516353,کشاورزی,مشهد,909801033456.0,200.0,1400/05/05,1404/01/28 - 02:11:06,45048.195,1432.6,8.79
1068,516352,کشاورزی,مشهد,909801033545.0,150.0,1400/01/21,1404/01/28 - 01:26:33,357570.7,3801.6,23.95
1069,515743,کشاورزی,مشهد,909801033590.0,125.0,1399/09/16,1404/01/28 - 02:11:20,254669.0,4201.0,13.97
1070,516358,کشاورزی,مشهد,909801033596.0,125.0,1400/04/29,1404/01/28 - 03:13:30,-4927.782,2507.1,10.77
1071,516377,کشاورزی,مشهد,909801033676.0,200.0,1399/10/02,1400/09/12 - 02:09:12,,,
1072,517920,کشاورزی,مشهد,909801035367.0,125.0,1400/07/06,1404/01/28 - 02:10:40,199287.2,4148.5,13.04
1073,514100,کشاورزی,مشهد,909801035370.0,125.0,1400/07/12,1404/01/28 - 02:11:06,934653.1,150592.3,13.85
1074,514099,کشاورزی,مشهد,909801035372.0,100.0,1400/09/04,1404/01/28 - 02:10:54,221469.2,43220.3,8.86
1075,514663,کشاورزی,مشهد,909801035395.0,150.0,1400/10/13,1404/01/28 - 02:10:34,167320.4,1696.5,25.29
1076,516366,کشاورزی,مشهد,909801035413.0,125.0,1400/08/29,1404/01/23 - 02:10:40,35597.31,67427.1,2.38
1077,514088,کشاورزی,مشهد,909801035414.0,125.0,1400/07/20,1404/01/28 - 03:11:43,-1304053.121,2484.9,13.63
1078,516369,کشاورزی,مشهد,909801035548.0,125.0,1400/08/25,1404/01/28 - 02:00:56,100339.7,18888.6,5.41
1079,514086,کشاورزی,مشهد,909801035551.0,100.0,1403/02/11,1404/01/28 - 01:56:14,114052.694,2161.4,14.42
1080,514574,,مشهد,909801035553.0,100.0,1400/05/09,1404/01/28 - 03:10:52,254625.4,83157.3,15.44
1081,514654,,مشهد,909801035555.0,100.0,1403/11/28,1404/01/23 - 02:08:45,58221.7,8011.3,2.0
1082,514090,کشاورزی,مشهد,909801035562.0,150.0,1400/08/24,1404/01/27 - 03:09:29,-1869.179,4.0,18.22
1083,515619,کشاورزی,مشهد,909801035577.0,125.0,1403/07/23,1404/01/13 - 02:10:33,5789.988,584.0,2.43
1084,514089,کشاورزی,مشهد,909801035582.0,125.0,1400/06/29,1404/01/28 - 03:04:34,-1317068.518,1527661.1,8.75
1085,516359,کشاورزی,مشهد,909801035596.0,125.0,1400/08/24,1404/01/28 - 02:08:09,21073.7,1479.9,3.45
1086,517715,کشاورزی,مشهد,909801035598.0,125.0,1400/08/08,1404/01/28 - 02:09:59,101153.4,413821.6,7.08
1087,514661,کشاورزی,مشهد,909801035599.0,125.0,1400/10/21,1404/01/28 - 02:07:03,212969.2,2924.3,16.36
1088,517304,کشاورزی,مشهد,909801035603.0,100.0,1400/10/20,1404/01/28 - 02:10:35,112117.5,122426.5,12.14
1089,516380,کشاورزی,مشهد,909801035613.0,150.0,1400/09/18,1404/01/28 - 02:10:35,80433.1,5356.2,4.12
1090,517924,کشاورزی,مشهد,909801035616.0,125.0,1400/09/20,1404/01/28 - 02:10:57,64163.7,3955.2,5.09
1091,514092,کشاورزی,مشهد,909801035617.0,125.0,1400/07/18,1404/01/28 - 03:09:48,-657411.705,5542.6,15.14
1092,514091,کشاورزی,مشهد,909801035620.0,125.0,1400/09/02,1404/01/28 - 03:10:32,-15634.976,887.2,5.09
1093,514186,کشاورزی,مشهد,909801035621.0,125.0,1400/08/29,1404/01/28 - 02:10:34,59555.3,7108.4,2.52
1094,516384,کشاورزی,مشهد,909801035642.0,150.0,1400/07/21,1404/01/28 - 02:10:33,141404.1,5814.1,7.05
1095,516375,کشاورزی,مشهد,909801035643.0,150.0,1400/07/06,1404/01/28 - 03:11:01,69728.3,3289.9,5.98
1096,516367,کشاورزی,مشهد,909801035835.0,150.0,1400/09/01,1404/01/27 - 02:10:46,-943656.859,1544.7,12.72
1097,517932,,مشهد,909801035852.0,200.0,1400/07/08,1404/01/28 - 02:01:52,106083.0,4742.3,18.4
1098,514952,کشاورزی,مشهد,909801036372.0,150.0,1400/07/19,1404/01/28 - 02:08:44,139329.2,1713.9,23.39
1099,516386,کشاورزی,مشهد,909801036376.0,150.0,1400/07/21,1404/01/28 - 03:08:35,44474.31,378.0,31.99
1100,517929,کشاورزی,مشهد,909801036490.0,150.0,1400/06/29,1403/09/19 - 03:06:02,328030.0,134987.7,19.72
1101,515060,کشاورزی,مشهد,909801036501.0,150.0,1400/11/12,1404/01/28 - 02:08:39,143851.7,60847.2,8.91
1102,516370,کشاورزی,مشهد,909801036502.0,150.0,1400/07/01,1404/01/28 - 02:06:56,190711.1,182840.0,12.43
1103,516377,,مشهد,909801036503.0,150.0,1403/11/30,1404/01/28 - 02:09:56,38010.418,469.7,21.95
1104,111138,,مشهد,909801036505.0,150.0,1403/05/06,1404/01/28 - 02:11:54,90520.67,989.3,28.39
1105,516356,کشاورزی,مشهد,909801036548.0,150.0,1400/06/30,1404/01/28 - 02:08:15,1624756.8,206885.7,8.61
1106,514951,,مشهد,909801036549.0,150.0,1403/11/18,1404/01/16 - 02:11:17,23334.561,221.9,25.22
1107,514094,کشاورزی,مشهد,909801036550.0,150.0,1400/06/31,1403/08/16 - 02:09:10,268557.2,6451.8,22.91
1108,517716,کشاورزی,مشهد,909801036551.0,150.0,1403/02/17,1404/01/28 - 01:29:36,30260.057,1990.2,4.18
1109,517928,,مشهد,909801036552.0,150.0,1400/07/07,1403/08/10 - 02:07:05,191824.9,28449.4,12.46
1110,517934,کشاورزی,مشهد,909801036562.0,200.0,1400/07/04,1404/01/28 - 02:10:25,428926.0,40181.2,18.14
1111,515517,کشاورزی,مشهد,909801036563.0,100.0,1402/09/27,1403/07/16 - 02:10:39,161647.43,3426.2,18.41
1112,517099,,مشهد,909801036568.0,100.0,1403/11/29,1403/12/10 - 02:10:39,10207.3,8022.9,0.4
1113,517303,,مشهد,909801036638.0,100.0,1403/11/29,1404/01/28 - 02:10:38,7721.5,191.4,11.65
1114,514085,کشاورزی,مشهد,909801036642.0,150.0,1400/06/30,1404/01/28 - 02:11:15,479458.2,13958.0,25.35
1115,514953,کشاورزی,مشهد,909801036643.0,150.0,1403/07/21,1403/10/05 - 02:09:10,12015.318,224.5,15.06
1116,517921,کشاورزی,مشهد,909801036677.0,150.0,1400/07/17,1404/01/28 - 02:07:37,77544.467,1774.5,11.59
1117,516388,,مشهد,909801036714.0,200.0,1403/07/30,1403/09/11 - 02:10:09,8659.786,183.2,13.35
1118,517922,,مشهد,909801036741.0,200.0,1403/08/28,1404/01/28 - 02:10:38,24272.128,1215.2,4.43
1119,515269,,مشهد,909801036742.0,200.0,1402/04/05,1404/01/28 - 02:09:48,613659.9,4740.3,35.0
1120,514664,کشاورزی,مشهد,909801036810.0,125.0,1400/10/19,1403/09/17 - 01:11:30,64805.1,600680.6,12.68
1121,516374,کشاورزی,مشهد,909801036811.0,125.0,1400/09/03,1404/01/28 - 02:10:32,64725.6,127162.9,3.84
1122,516354,کشاورزی,مشهد,909801036993.0,200.0,1400/08/23,1404/01/28 - 02:11:14,321450.7,20672.4,15.86
1123,514667,کشاورزی,مشهد,909801037089.0,150.0,1400/10/18,1404/01/26 - 02:09:34,196789.5,2711.1,19.69
1124,514813,کشاورزی,مشهد,909801037091.0,150.0,1400/10/21,1404/01/28 - 02:10:33,222439.4,54292.5,13.27
1125,514655,کشاورزی,مشهد,909801037228.0,150.0,1400/10/19,1404/01/28 - 02:10:37,299871.3,2605.9,31.42
1126,515724,,مشهد,909801037342.0,200.0,1403/08/28,1404/01/28 - 02:10:43,109898.421,1556.7,19.93
1127,514098,کشاورزی,مشهد,909801037344.0,200.0,1400/09/21,1404/01/28 - 02:10:36,61469.7,56444.1,3.92
1128,514660,کشاورزی,مشهد,909801037520.0,150.0,1400/10/15,1404/01/23 - 03:08:53,4433.497,58.6,21.16
1129,514662,کشاورزی,مشهد,909801037521.0,150.0,1400/10/14,1404/01/28 - 02:02:41,203605.4,3381.3,14.65
1130,517919,کشاورزی,مشهد,909801037666.0,150.0,1400/10/11,1403/09/19 - 02:09:49,359538.0,4111.9,23.16
1131,516379,کشاورزی,مشهد,909801037668.0,150.0,1400/09/25,1404/01/28 - 02:10:56,5087.2,21466.8,6.8
1132,514656,کشاورزی,مشهد,909801037669.0,150.0,1400/10/12,1403/08/04 - 02:10:42,108104.6,45255.0,6.58
1133,517931,کشاورزی,مشهد,909801037698.0,200.0,1400/09/22,1404/01/27 - 03:06:31,-202412.5,0.0,
1134,514097,کشاورزی,مشهد,909801037723.0,200.0,1400/09/24,1404/01/28 - 03:10:44,21034.94,237.9,15.23
1135,517925,کشاورزی,مشهد,909801037724.0,200.0,1400/09/23,1404/01/28 - 02:07:27,122316.59,4529.8,15.11
1136,514167,کشاورزی,مشهد,909801037832.0,200.0,1400/11/09,1403/10/05 - 02:10:32,117467.8,5428.0,8.07
1137,516387,کشاورزی,مشهد,909801039050.0,200.0,1400/11/13,1404/01/28 - 02:10:33,202176.7,26825.9,15.02
1138,514441,کشاورزی,مشهد,909801039169.0,200.0,1400/11/10,1403/06/27 - 02:00:55,1880918.0,772165.9,33.96
1139,514000,کشاورزی,مشهد,909801039170.0,200.0,1400/11/11,1404/01/28 - 02:10:32,189321.4,808104.9,11.73
1140,515058,,مشهد,909801039171.0,200.0,1401/11/12,1404/01/28 - 02:10:03,247191.4,31156.8,15.73
1141,514175,,مشهد,909801067703.0,200.0,1404/01/16,1404/01/28 - 03:11:09,0.0,0.0,
1142,514731,,مشهد,909801067704.0,200.0,1404/01/25,1404/01/28 - 03:10:45,0.0,0.0,
1143,516798,خدمات,مشهد,909801061636.0,50.0,1403/06/05,1404/01/28 - 03:10:42,4274.678,404.4,4.2
1144,شرکت گل نقش خروجی فاضلاب,,مشهد,909801068869.0,100.0,1403/11/28,,,,
1145,608631,کشاورزی,کاشمر,909801049966.0,50.0,1401/12/24,1404/01/28 - 03:08:24,1516.358,407.1,1.02
1146,000285,,کاخک,929801000285.0,15.0,1403/04/31,1404/01/27 - 13:52:42,6803.175,0.0,
1147,806410,صنعتی,نیشابور,909801052847.0,50.0,1403/06/25,1404/01/27 - 03:07:25,396.969,91.0,0.98
1148,209135,خدمات,قوچان,909801063969.0,50.0,1403/03/26,1404/01/28 - 03:10:34,4730.1,1029.8,1.25
1149,622381,خدمات,تربت حیدریه,909801048824.0,50.0,1401/10/17,1404/01/27 - 03:09:50,1579.75,1254.5,1.9
1150,618399,صنعتی,کاشمر,909801041123.0,50.0,1401/02/19,1404/01/28 - 02:10:34,14396.59,256130.1,1.77
