,کد اشتراک,نوع پروانه,شهرستان,سریال کنتور,سایز کنتور,تاریخ نصب,زمان آخرین اتصال,مصرف بازه (m³),ساعت کارکرد بازه (h),میانگین دبی بازه l/s
262,514153,کشاورزی,مشهد,909801033115.0,50.0,1399/07/24,1404/01/28 - 03:08:22,-17688.98,286060.0,7.4
263,516335,شرب شهری,مشهد,909801052333.0,50.0,1402/05/02,1404/01/28 - 03:10:38,,,
266,806067,شرب و بهداشت دام,نیشابور,909801035255.0,50.0,1400/04/15,1404/01/26 - 02:04:01,7895.483,58884.5,0.67
267,606176,کشاورزی,تربت حیدریه,909801034785.0,150.0,1400/01/27,1404/01/12 - 02:10:33,654563.3,132638.2,27.51
268,102864,صنعتی,سبزوار,909801048828.0,50.0,1401/11/10,1404/01/28 - 03:10:11,6755.05,750.7,5.82
269,604689,کشاورزی,تایباد,909801063376.0,50.0,1403/06/16,1404/01/26 - 03:11:50,,,
270,529340,کشاورزی,مشهد,909801058265.0,150.0,1403/03/02,1404/01/28 - 03:10:34,,,
272,151009,,چناران,929801000742.0,15.0,1403/06/20,1404/01/25 - 13:52:46,,,
273,201412,کشاورزی,قوچان,909801041709.0,50.0,1401/06/18,1404/01/28 - 03:10:18,578.997,1012.8,0.97
274,603040,,تربت حیدریه,909801068385.0,125.0,1403/11/03,1404/01/27 - 03:07:39,,,
275,516594,کشاورزی,مشهد,909801037198.0,100.0,1400/09/08,1404/01/28 - 02:10:45,81032.763,380617.6,4.25
276,515534,شرب و بهداشت دام,مشهد,909801035315.0,50.0,1400/05/03,1401/03/05 - 02:10:32,-0.133,0.0,
277,100709,شرب شهری,سبزوار,909801055474.0,50.0,1402/10/14,1404/01/27 - 03:10:41,,,
278,518458,خدمات,مشهد,909801051631.0,50.0,1402/03/09,1404/01/28 - 03:10:43,,,
279,529079,کشاورزی,مشهد,909801037184.0,150.0,1400/10/04,1404/01/17 - 02:10:12,7828181.58,2283265.9,15.42
280,102064,کشاورزی,سبزوار,909801048873.0,100.0,1401/11/11,1403/08/16 - 02:59:00,9193.257,1949.2,3.68
282,601523,صنعتی,تربت حیدریه,909801034867.0,50.0,1400/03/11,1404/01/28 - 02:10:40,33.824,556.5,2.88
283,100212,صنعتی,سبزوار,909801046518.0,50.0,1401/07/17,1404/01/01 - 03:05:36,92.406,102.4,1.78
284,514515,کشاورزی,مشهد,909801039718.0,150.0,1401/01/08,1404/01/28 - 02:10:45,220666.6,666733.9,10.8
285,524781,,قوچان,909801057077.0,50.0,1403/05/22,1404/01/28 - 03:10:36,,,
286,603415,کشاورزی,تربت حیدریه,909801046157.0,150.0,1401/07/28,1403/12/15 - 02:13:07,74149.19,63187.3,6.55
287,603265,کشاورزی,تربت حیدریه,909801064586.0,125.0,1403/05/16,1404/01/28 - 03:09:56,,,
288,516677,شرب و بهداشت دام,مشهد,909801035271.0,50.0,1400/04/20,1404/01/28 - 02:10:39,6089.9,668179.2,1.17
290,805079,کشاورزی,نیشابور,909801035313.0,50.0,1400/04/19,1404/01/01 - 02:11:20,1616.927,6373.1,1.66
291,514890,کشاورزی,مشهد,909801036713.0,200.0,1400/11/15,1404/01/28 - 02:10:31,628656.57,904363.1,24.52
292,514900,کشاورزی,مشهد,909801039245.0,200.0,1401/01/06,1404/01/28 - 02:06:55,868413.1,446106.6,30.61
293,517767,کشاورزی,مشهد,909801033938.0,200.0,1399/11/05,1404/01/23 - 03:07:57,557836.1,1472370.2,20.57
294,515085,کشاورزی,مشهد,909801032203.0,125.0,1398/11/02,1404/01/28 - 02:04:33,62340.6,497914.5,7.27
295,607068,,خواف,909801056050.0,150.0,1403/05/02,1403/10/30 - 03:00:07,,,
296,516651,کشاورزی,مشهد,909801034486.0,100.0,1399/12/24,1404/01/27 - 02:11:46,23820.252,115260.0,2.38
297,101277,شرب و بهداشت دام,سبزوار,909801036623.0,50.0,1400/06/22,1404/01/28 - 02:06:36,1577.006,6680.1,1.4
298,514555,کشاورزی,مشهد,909801035226.0,100.0,1400/04/15,1404/01/28 - 03:11:22,108582.1,642872.8,2.99
299,806526,,نیشابور,909801036540.0,80.0,1400/08/04,1404/01/28 - 02:03:09,15029.626,154346.7,2.31
300,927184,صنعتی,تایباد,909801032064.0,50.0,1398/11/08,1400/12/02 - 02:10:17,,,
301,603085,کشاورزی,تربت حیدریه,909801041085.0,200.0,1401/02/02,1404/01/28 - 02:10:41,502647.3,727815.6,24.78
302,603280,کشاورزی,تربت حیدریه,909801041202.0,150.0,1401/02/02,1404/01/28 - 02:11:14,499446.6,74566.8,30.25
303,517826,کشاورزی,مشهد,909801033669.0,50.0,1399/10/08,1404/01/28 - 02:10:33,117522.02,0.0,
304,529041,کشاورزی,مشهد,909801036700.0,100.0,1400/09/03,1403/12/21 - 03:10:31,55529.43,1035469.9,5.88
305,200984,کشاورزی,قوچان,909801046928.0,50.0,1401/09/03,1404/01/28 - 03:10:29,19.495,,3.4
306,925137,کشاورزی,تایباد,909801052370.0,50.0,1402/07/19,1404/01/25 - 02:04:20,,,
307,519559,,مشهد,909801063971.0,50.0,1403/03/29,1404/01/28 - 03:10:36,,,
308,529223,کشاورزی,مشهد,909801047196.0,125.0,1401/09/16,1404/01/27 - 03:12:44,26009.67,15452.8,4.87
309,514587,کشاورزی,مشهد,909801033878.0,100.0,1399/12/09,1404/01/28 - 03:08:25,120783.7,450368.4,8.98
310,514050,کشاورزی,مشهد,909801033416.0,100.0,1399/10/27,1404/01/26 - 01:56:49,55551.66,916184.9,4.74
311,514062,کشاورزی,مشهد,909801063158.0,150.0,1403/04/18,1404/01/27 - 03:10:42,,,
313,518131,کشاورزی,مشهد,909801046211.0,150.0,1401/09/09,1404/01/28 - 03:10:42,80430.98,23280.4,14.41
314,609070,کشاورزی,کاشمر,909801060221.0,100.0,1403/02/03,1404/01/15 - 03:08:34,,,
315,514451,کشاورزی,مشهد,909801058383.0,150.0,1402/12/16,1404/01/28 - 03:10:07,,,
317,514511,کشاورزی,مشهد,909801047699.0,150.0,1402/07/08,1404/01/28 - 03:10:51,0.0,935.4,3.51
318,529588,,مشهد,909801046925.0,50.0,1401/08/18,1403/11/14 - 03:10:34,262.896,7.9,3.08
319,517362,شرب شهری,مشهد,909801051626.0,50.0,1402/03/11,1404/01/28 - 03:10:34,,,
320,529298,کشاورزی,مشهد,909801033205.0,150.0,1399/11/19,1404/01/28 - 02:09:19,719747.2,987723.5,11.38
322,603519,صنعتی,تربت حیدریه,909801061706.0,50.0,1403/02/29,1404/01/28 - 03:10:43,,,
323,520650,صنعتی,مشهد,909801051925.0,50.0,1402/03/23,1404/01/28 - 03:07:35,,,
324,519915,خدمات,مشهد,909801032036.0,100.0,1398/12/05,1404/01/28 - 03:10:29,,,
325,608234,کشاورزی,کاشمر,909801041738.0,100.0,1401/12/24,1404/01/28 - 02:10:38,773.892,133.7,1.4
326,541983,,مشهد,909801044448.0,50.0,1401/06/12,1402/05/17 - 02:10:04,143.081,45.2,1.28
327,622492,کشاورزی,کاشمر,909801040715.0,80.0,1401/02/26,1404/01/28 - 03:08:19,64345.82,34095.3,6.92
328,520021,,مشهد,909801063973.0,50.0,1403/04/09,1404/01/06 - 02:59:46,,,
329,514678,کشاورزی,مشهد,909801035291.0,125.0,1400/10/17,1404/01/28 - 02:07:39,145712.71,795766.8,5.84
330,529315,کشاورزی,مشهد,909801044408.0,150.0,1401/04/20,1403/12/15 - 02:10:10,225693.6,36318.6,23.22
331,514447,کشاورزی,مشهد,909801065662.0,150.0,1403/06/07,1404/01/28 - 03:10:37,,,
332,804592,شرب و بهداشت دام,نیشابور,909801039449.0,50.0,1401/06/08,1401/06/08 - 02:11:09,0.0,,
333,517578,صنعتی,مشهد,909801058197.0,50.0,1403/04/13,1404/01/28 - 03:09:11,,,
335,603124,کشاورزی,تربت حیدریه,909801041725.0,125.0,1401/03/18,1404/01/28 - 02:10:27,611227.8,68111.8,20.55
336,514831,کشاورزی,مشهد,909801035105.0,200.0,1400/03/05,1401/09/08 - 02:10:30,0.0,,
337,602398,شرب و بهداشت دام,خواف,909801034205.0,50.0,1399/12/13,1404/01/28 - 02:10:23,7654.081,181280.3,1.43
339,910704,خدمات,مشهد,909801058233.0,80.0,1403/04/21,1404/01/28 - 03:10:33,,,
340,103234,,سبزوار,909801048216.0,80.0,1402/08/05,1404/01/28 - 03:10:36,0.0,,
341,805081,خدمات,نیشابور,909801034166.0,150.0,1400/02/01,1404/01/16 - 02:10:40,8729.21,53331.3,6.39
342,100791,,سبزوار,909801069268.0,50.0,1403/10/27,1403/11/10 - 03:10:33,,,
343,911318,خدمات,تربت جام,909801039120.0,50.0,1401/01/26,1404/01/28 - 02:11:25,1835.276,130.0,3.58
344,618151,خدمات,کاشمر,909801057627.0,50.0,1403/08/29,1404/01/28 - 03:10:45,,,
345,910813,خدمات,تربت جام,909801034815.0,100.0,1400/02/12,1404/01/28 - 03:01:08,56672.611,47737.2,9.52
346,513023,کشاورزی,سرخس,909801048265.0,80.0,1402/05/29,1404/01/28 - 03:11:00,0.0,,
347,300087,کشاورزی,گناباد,909801054210.0,100.0,1402/09/15,1404/01/28 - 02:07:36,,,
348,608916,,کاشمر,909801057593.0,80.0,1403/08/30,1404/01/28 - 03:05:06,,,
349,529122,کشاورزی,مشهد,909801039779.0,200.0,1400/12/07,1404/01/28 - 02:10:46,415548.5,1129858.7,7.77
350,518373,خدمات,مشهد,909801061642.0,50.0,1403/02/11,1404/01/28 - 03:07:55,,,
352,514640,کشاورزی,مشهد,909801040660.0,125.0,1401/01/28,1404/01/28 - 01:07:37,127815.5,112618.1,11.31
353,519171,شرب و بهداشت دام,مشهد,909801033987.0,50.0,1400/01/16,1404/01/25 - 00:28:52,6266.66,99387.2,2.49
354,514618,خدمات,مشهد,909801034805.0,80.0,1400/09/30,1403/12/24 - 02:09:38,141532.394,61857.3,3.97
355,516472,خدمات,مشهد,909801036591.0,50.0,1400/06/30,1400/06/29 - 02:11:08,,,
356,516472اصلی,,مشهد,909801033639.0,50.0,1399/09/30,1403/05/10 - 02:41:42,,,
357,518173,خدمات,مشهد,909801055795.0,50.0,1402/07/17,1404/01/24 - 03:11:23,,,
358,518680,صنعتی,مشهد,909801034657.0,50.0,1399/12/26,1403/09/27 - 03:10:43,1279.748,6213.5,4.12
359,529044,کشاورزی,مشهد,909801041727.0,125.0,1401/05/06,1403/12/22 - 02:07:53,188629.4,65961.5,17.84
360,519165,شرب و بهداشت دام,مشهد,909801063979.0,50.0,1403/03/27,1404/01/28 - 03:10:31,,,
361,529154,کشاورزی,مشهد,909801033887.0,100.0,1399/12/25,1403/09/19 - 02:10:40,237158.8,1553894.3,2.55
362,529231,کشاورزی,مشهد,909801035605.0,100.0,1400/08/18,1404/01/28 - 03:10:32,189269.78,449851.2,4.87
363,529104,کشاورزی,مشهد,909801041685.0,100.0,1401/08/07,1403/10/12 - 01:40:58,18390.61,23110.2,3.23
364,603187,کشاورزی,تربت حیدریه,909801039442.0,100.0,1401/07/17,1404/01/28 - 02:07:55,115370.7,8552.3,14.25
365,102965,کشاورزی,سبزوار,909801063159.0,150.0,1403/03/29,1404/01/28 - 03:04:49,,,
366,514193,کشاورزی,مشهد,909801056405.0,150.0,1402/11/26,1404/01/28 - 03:10:24,,,
368,529013,کشاورزی,مشهد,909801033012.0,150.0,1399/07/13,1404/01/28 - 02:10:38,1777457.5,3829521.1,18.39
371,603599,صنعتی,تربت حیدریه,909801046515.0,50.0,1401/07/17,1404/01/15 - 03:10:09,7815.592,1126.2,2.9
372,603134,,تربت حیدریه,909801068372.0,150.0,1403/11/30,1404/01/28 - 03:12:02,,,
373,102539,کشاورزی,سبزوار,909801041133.0,50.0,1401/02/18,1403/01/05 - 02:05:06,4389.113,558.5,2.96
374,1439830258,,تربت جام,929801000104.0,15.0,1403/05/24,1404/01/27 - 13:49:16,,,
375,805353,کشاورزی,نیشابور,909801034398.0,50.0,1400/01/31,1403/10/08 - 02:11:45,41072.35,81508.0,3.7
376,519022,شرب و بهداشت دام,قوچان,909801057642.0,50.0,1403/08/05,1404/01/28 - 03:04:00,,,
377,618327,شرب و بهداشت دام,کاشمر,909801041130.0,50.0,1401/02/25,1404/01/28 - 02:07:41,8767.637,82589.3,0.56
378,529233,کشاورزی,مشهد,909801036336.0,125.0,1400/09/06,1403/04/08 - 02:07:33,81429.66,508563.1,3.43
379,514675,کشاورزی,مشهد,909801033238.0,125.0,1399/08/04,1404/01/28 - 03:10:35,524465.2,618060.0,37.34
380,516096,شرب و بهداشت دام,مشهد,909801033148.0,50.0,1399/07/22,1404/01/28 - 02:03:12,912.337,33317.0,0.97
381,100052,کشاورزی,سبزوار,909801065637.0,80.0,1403/05/22,1404/01/28 - 03:12:02,,,
382,209286,شرب و بهداشت دام,درگز,909801053160.0,50.0,1402/06/21,1404/01/28 - 03:10:40,,,
383,529241,کشاورزی,مشهد,909801033241.0,125.0,1399/09/15,1404/01/28 - 02:11:11,196859.3,1042807.1,16.61
384,529240,,مشهد,909801034007.0,125.0,1399/11/11,1403/12/22 - 02:10:48,183053.8,803736.0,17.16
385,514066,صنعتی,مشهد,909801067574.0,50.0,1403/07/18,1403/08/08 - 03:10:46,,,
386,898989,,مشهد,909801056634.0,150.0,1402/10/02,1404/01/28 - 03:10:58,,,
387,805047,کشاورزی,نیشابور,909801035028.0,50.0,1400/08/05,1402/05/01 - 03:13:00,19581.109,60269.7,2.94
388,1599801182,,کاشمر,929801000538.0,15.0,1403/07/26,1404/01/27 - 13:55:25,,,
390,801721980404,,سبزوار,801721980404.0,200.0,1398/08/14,1403/12/05 - 02:10:31,577739.7,1256013.3,14.69
391,518505,شرب و بهداشت دام,مشهد,909801057078.0,50.0,1402/09/28,1403/06/17 - 02:57:41,,,
392,514009,کشاورزی,مشهد,909801044822.0,150.0,1401/06/16,1404/01/28 - 03:10:41,313176.9,53078.1,25.2
393,515633,کشاورزی,مشهد,909801037109.0,125.0,1400/09/24,1404/01/28 - 03:10:47,198051.5,558064.9,7.92
394,924100,کشاورزی,تربت جام,909801032747.0,150.0,1399/07/03,1402/05/13 - 02:10:51,153584.746,406929.7,8.99
395,202545,خدمات,قوچان,909801034873.0,50.0,1400/03/03,1404/01/10 - 02:01:56,0.953,0.0,
396,911748,,تربت جام,909801051812.0,50.0,1403/02/08,1404/01/28 - 03:04:44,,,
397,530165,,مشهد,909801034932.0,50.0,1400/03/19,1404/01/28 - 02:10:35,1810.646,8662.8,0.79
398,514828,کشاورزی,مشهد,909801032442.0,150.0,1399/04/24,1404/01/28 - 02:01:56,,,
399,518144,,مشهد,909801067580.0,50.0,1403/07/18,1403/09/01 - 03:10:00,,,
400,520651,شرب و بهداشت دام,مشهد,909801032265.0,50.0,1399/03/12,1404/01/28 - 01:48:00,-1688.826,34773.4,0.48
402,603145,کشاورزی,تربت حیدریه,909801062065.0,200.0,1403/05/21,1404/01/23 - 03:11:27,,,
403,603140,کشاورزی,تربت حیدریه,909801065660.0,150.0,1403/05/24,1404/01/28 - 03:11:28,,,
404,515503,صنعتی,مشهد,909801033671.0,50.0,1399/10/14,1403/06/05 - 01:41:15,,,
405,515808,کشاورزی,مشهد,909801049051.0,150.0,1402/05/08,1404/01/24 - 03:09:35,0.0,,
406,514787,کشاورزی,مشهد,909801037640.0,80.0,1401/03/08,1404/01/28 - 03:10:46,28138.3,69055.7,4.84
407,517495,کشاورزی,مشهد,909801035397.0,150.0,1400/05/20,1403/09/19 - 02:10:33,196209.39,125792.2,10.79
408,516321,صنعتی,مشهد,909801052858.0,50.0,1402/05/15,1404/01/28 - 03:06:21,,,
409,4122080,,نیشابور,929801000072.0,40.0,1402/08/11,1403/11/06 - 00:21:46,,,
410,529155,کشاورزی,مشهد,909801033570.0,100.0,1399/10/21,1403/09/19 - 00:53:18,208823.3,1132295.0,13.9
411,606059,کشاورزی,تربت حیدریه,909801034224.0,150.0,1399/11/26,1403/08/08 - 00:37:31,31053.71,16581.4,12.19
412,515436,صنعتی,مشهد,909801039484.0,50.0,1401/01/14,1402/01/25 - 02:11:29,5490.306,9942.0,3.1
413,517213,,قوچان,909801067014.0,50.0,1403/09/05,1404/01/28 - 03:11:10,,,
415,801721980509,,سبزوار,801721980509.0,200.0,1398/08/14,1400/10/07 - 10:50:22,,,
416,601055,صنعتی,تربت حیدریه,909801034000.0,50.0,1400/01/31,1404/01/28 - 01:58:50,6134.284,3945.9,2.65
417,100114,کشاورزی,سبزوار,909801054207.0,100.0,1403/03/13,1404/01/28 - 03:10:41,,,
418,529108,کشاورزی,مشهد,909801033390.0,125.0,1399/10/09,1404/01/24 - 00:39:55,710595.9,496278.0,22.74
419,529107,کشاورزی,مشهد,909801033394.0,125.0,1399/10/09,1404/01/28 - 00:45:52,3767006.9,922307.1,26.59
420,602900,کشاورزی,تربت حیدریه,909801048831.0,50.0,1403/01/25,1403/12/22 - 03:11:01,0.0,,1.6
421,523005,کشاورزی,تربت جام,909801039446.0,100.0,1401/04/08,1404/01/28 - 02:10:41,42615.39,44101.9,4.72
422,604300,,تربت حیدریه,909801064522.0,125.0,1403/10/23,1404/01/28 - 03:10:34,,,
423,602051,کشاورزی,خواف,909801056030.0,100.0,1402/08/30,1404/01/28 - 03:10:38,,,
424,925243,کشاورزی,تربت حیدریه,909801037818.0,80.0,1401/03/01,1404/01/28 - 14:49:49,27910.3,60040.0,2.1
425,518765,شرب شهری,مشهد,909801063373.0,50.0,1403/05/20,1404/01/28 - 03:10:36,,,
426,ایستگاه پمپاژ لادن 2,,مشهد,909801034234.0,80.0,1402/09/07,,,,
427,ایستگاه پمپاژ لادن1,,مشهد,909801055875.0,100.0,1402/09/07,,,,
428,529259,کشاورزی,مشهد,909801041156.0,200.0,1401/08/23,1404/01/28 - 02:10:36,713910.1,3331.5,26.89
429,515636,شرب شهری,مشهد,909801061716.0,50.0,1403/06/02,1404/01/28 - 03:10:12,,,
430,1599712339,,کاشمر,929801000532.0,15.0,1403/08/20,1404/01/27 - 13:52:26,,,
431,602401,شرب و بهداشت دام,خواف,909801055788.0,50.0,1402/10/16,1404/01/28 - 03:10:42,,,
432,107064,کشاورزی,نیشابور,909801044146.0,150.0,1401/03/29,1404/01/15 - 03:11:03,233211.558,1622.5,19.59
433,01133012,,کلات,929801000635.0,25.0,1403/11/02,1404/01/27 - 13:53:30,,,
434,1802245,,کاشمر,929801000837.0,15.0,1403/09/20,1404/01/27 - 13:54:47,,,
435,604206,کشاورزی,تربت حیدریه,909801033667.0,50.0,1402/10/08,1404/01/28 - 02:09:27,,,
436,513356,کشاورزی,سرخس,909801053617.0,200.0,1402/10/12,1403/02/17 - 03:09:23,,,
437,842683,,کاخک,929801000946.0,15.0,1403/10/02,,,,
438,518916,شرب شهری,مشهد,909801066726.0,50.0,1403/07/02,1404/01/28 - 03:09:59,,,
439,516926,کشاورزی,مشهد,909801032660.0,150.0,1399/05/21,1404/01/28 - 02:13:04,644429.0,3354794.8,24.23
440,515961,صنعتی,مشهد,909801033580.0,50.0,1399/09/15,1404/01/28 - 02:10:37,117.013,83.7,0.67
441,805803,کشاورزی,نیشابور,909801035187.0,50.0,1400/03/03,1404/01/28 - 02:08:18,1373.03,47728.4,1.0
442,514977,کشاورزی,مشهد,909801036475.0,125.0,1400/09/15,1404/01/26 - 02:08:55,478219.04,275515.4,17.81
443,802121980509,,سبزوار,802121980509.0,200.0,1398/08/14,1400/09/13 - 02:10:18,,,
444,14211214,,خرو,929801000194.0,20.0,1402/10/30,1404/01/27 - 13:48:19,,,
445,604330,کشاورزی,تربت حیدریه,909801032280.0,80.0,1399/03/08,1404/01/28 - 02:10:40,75180.1,2165244.6,2.58
446,530042,خدمات,مشهد,909801032848.0,80.0,1399/06/31,1403/06/04 - 23:37:53,7030.11,27895.3,6.76
447,514226,کشاورزی,مشهد,909801033843.0,200.0,1400/02/22,1403/04/19 - 02:08:52,367629.0,1132001.5,12.89
448,514227,کشاورزی,مشهد,909801035067.0,200.0,1400/02/22,1404/01/28 - 01:51:36,127368.7,2027959.9,4.88
449,515531,خدمات,مشهد,909801032333.0,100.0,1399/03/25,1401/02/14 - 02:10:31,0.0,,
450,516683,صنعتی,مشهد,909801053237.0,150.0,1402/09/08,1404/01/28 - 03:10:40,,,
451,515443,صنعتی,مشهد,909801063968.0,50.0,1403/04/10,1404/01/28 - 03:10:56,,,
452,516155,سایر,مشهد,909801033150.0,50.0,1399/07/22,1404/01/28 - 02:11:14,11031.908,10494.8,3.53
453,805895,شرب شهری,نیشابور,909801037439.0,50.0,1400/12/04,1404/01/28 - 02:02:21,11.958,2.9,0.68
455,1124163,,سبزوار,929801000054.0,50.0,1402/07/22,1404/01/28 - 13:06:37,,,
456,910024,,احمدآبادصولت,909801048227.0,100.0,1403/11/18,1403/12/30 - 03:07:49,0.0,,10.2
457,517316,خدمات,مشهد,909801033149.0,50.0,1399/07/28,1404/01/28 - 01:31:39,19050.96,109643.5,4.02
458,301185,,تربت حیدریه,909801058377.0,150.0,1403/01/12,1403/11/13 - 03:10:37,,,
459,100387,کشاورزی,سبزوار,909801051629.0,50.0,1402/03/04,1404/01/28 - 03:07:51,,,
460,516736,سایر,مشهد,909801032444.0,50.0,1399/03/26,1404/01/28 - 01:59:45,4524.271,215655.1,1.38
461,412511,,نیشابور,929801000291.0,40.0,1403/02/15,1404/01/27 - 03:12:41,,,
462,604729,,تربت حیدریه,909801037803.0,50.0,1400/12/25,1403/03/25 - 02:09:24,4644.514,27094.8,1.87
463,514001,خدمات,مشهد,909801052862.0,50.0,1402/06/09,1404/01/28 - 03:07:39,,,
464,514014,خدمات,مشهد,909801054121.0,150.0,1402/06/08,1404/01/28 - 03:09:27,,,
465,100172980713,,سبزوار,100172980713.0,250.0,1400/02/11,1404/01/28 - 17:10:00,952677.9,1468472.8,34.82
466,14211166,,خرو,929801000706.0,15.0,1403/05/13,1404/01/27 - 13:52:40,,,
467,2,,خرو,929801000280.0,25.0,1403/03/23,1404/01/27 - 13:54:36,,,
468,3,,خرو,929801000151.0,25.0,1403/03/23,1404/01/27 - 13:54:41,,,
469,604324,کشاورزی,تربت حیدریه,909801033346.0,150.0,1399/09/25,1404/01/28 - 03:10:35,-222770.07,191514.5,14.91
470,601559,صنعتی,تربت حیدریه,909801034898.0,50.0,1400/03/08,1404/01/28 - 02:10:00,4611.875,42779.0,1.55
471,100537,صنعتی,سبزوار,909801048188.0,100.0,1402/03/24,1402/03/14 - 03:08:33,0.0,,
472,519747,خدمات,مشهد,909801033609.0,50.0,1399/10/06,1404/01/28 - 02:09:04,31670.41,39009.7,3.49
473,602484,شرب و بهداشت دام,خواف,909801035016.0,50.0,1400/03/27,1404/01/28 - 02:11:01,9851.279,86009.0,2.69
474,515682,صنعتی,مشهد,909801037401.0,50.0,1400/09/07,1404/01/28 - 03:08:45,0.0,0.0,
475,911654,صنعتی,تربت جام,909801035220.0,50.0,1402/01/27,1403/10/11 - 02:05:08,-0.1,0.0,
476,514968,کشاورزی,مشهد,909801034944.0,125.0,1400/02/18,1403/07/13 - 02:09:25,246680.67,127314.2,13.28
477,515454,صنعتی,مشهد,909801056296.0,100.0,1403/01/16,1404/01/28 - 03:11:06,,,
