,کد اشتراک,نوع پروانه,شهرستان,سریال کنتور,سایز کنتور,تاریخ نصب,زمان آخرین اتصال,مصرف بازه (m³),ساعت کارکرد بازه (h),میانگین دبی بازه l/s
1112,517099,,مشهد,909801036568.0,100.0,1403/11/29,1403/12/10 - 02:10:39,52408.8,1678.4,23.72
1113,517303,,مشهد,909801036638.0,100.0,1403/11/29,1404/01/28 - 02:10:38,18666.11,1169.5,10.69
1114,514085,کشاورزی,مشهد,909801036642.0,150.0,1400/06/30,1404/01/28 - 02:11:15,40560.36,837809.9,2.41
1115,514953,کشاورزی,مشهد,909801036643.0,150.0,1403/07/21,1403/10/05 - 02:09:10,0.0,,
1116,517921,کشاورزی,مشهد,909801036677.0,150.0,1400/07/17,1404/01/28 - 02:07:37,77.33,8603.5,3.08
1117,516388,,مشهد,909801036714.0,200.0,1403/07/30,1403/09/11 - 02:10:09,0.0,,
1118,517922,,مشهد,909801036741.0,200.0,1403/08/28,1404/01/28 - 02:10:38,8.7,0.0,
1119,515269,,مشهد,909801036742.0,200.0,1402/04/05,1404/01/28 - 02:09:48,0.0,,
1120,514664,کشاورزی,مشهد,909801036810.0,125.0,1400/10/19,1403/09/17 - 01:11:30,333546.7,282114.3,20.12
1121,516374,کشاورزی,مشهد,909801036811.0,125.0,1400/09/03,1404/01/28 - 02:10:32,62663.55,210996.3,4.73
1122,516354,کشاورزی,مشهد,909801036993.0,200.0,1400/08/23,1404/01/28 - 02:11:14,376099.4,367218.5,16.19
1123,514667,کشاورزی,مشهد,909801037089.0,150.0,1400/10/18,1404/01/26 - 02:09:34,445824.0,877048.1,20.84
1124,514813,کشاورزی,مشهد,909801037091.0,150.0,1400/10/21,1404/01/28 - 02:10:33,439713.83,578650.2,13.23
1125,514655,کشاورزی,مشهد,909801037228.0,150.0,1400/10/19,1404/01/28 - 02:10:37,498467.64,166806.4,30.58
1126,515724,,مشهد,909801037342.0,200.0,1403/08/28,1404/01/28 - 02:10:43,0.0,,
1127,514098,کشاورزی,مشهد,909801037344.0,200.0,1400/09/21,1404/01/28 - 02:10:36,,,
1128,514660,کشاورزی,مشهد,909801037520.0,150.0,1400/10/15,1404/01/23 - 03:08:53,1012483.653,285413.7,9.53
1129,514662,کشاورزی,مشهد,909801037521.0,150.0,1400/10/14,1404/01/28 - 02:02:41,304267.23,249805.8,17.93
1130,517919,کشاورزی,مشهد,909801037666.0,150.0,1400/10/11,1403/09/19 - 02:09:49,539565.47,353147.3,25.27
1131,516379,کشاورزی,مشهد,909801037668.0,150.0,1400/09/25,1404/01/28 - 02:10:56,304760.93,1266091.7,12.36
1132,514656,کشاورزی,مشهد,909801037669.0,150.0,1400/10/12,1403/08/04 - 02:10:42,216428.8,560310.3,4.72
1134,514097,کشاورزی,مشهد,909801037723.0,200.0,1400/09/24,1404/01/28 - 03:10:44,15376528.05,3583699.8,4.01
1135,517925,کشاورزی,مشهد,909801037724.0,200.0,1400/09/23,1404/01/28 - 02:07:27,5701.211,2671.9,12.47
1136,514167,کشاورزی,مشهد,909801037832.0,200.0,1400/11/09,1403/10/05 - 02:10:32,519749.62,514886.5,10.58
1137,516387,کشاورزی,مشهد,909801039050.0,200.0,1400/11/13,1404/01/28 - 02:10:33,825954.51,853574.2,24.49
1138,514441,کشاورزی,مشهد,909801039169.0,200.0,1400/11/10,1403/06/27 - 02:00:55,1239527.7,1030219.9,31.7
1139,514000,کشاورزی,مشهد,909801039170.0,200.0,1400/11/11,1404/01/28 - 02:10:32,354932.56,971601.2,14.41
1140,515058,,مشهد,909801039171.0,200.0,1401/11/12,1404/01/28 - 02:10:03,51471.31,742.6,18.06
1141,514175,,مشهد,909801067703.0,200.0,1404/01/16,1404/01/28 - 03:11:09,,,
1142,514731,,مشهد,909801067704.0,200.0,1404/01/25,1404/01/28 - 03:10:45,,,
1143,516798,خدمات,مشهد,909801061636.0,50.0,1403/06/05,1404/01/28 - 03:10:42,,,
1144,شرکت گل نقش خروجی فاضلاب,,مشهد,909801068869.0,100.0,1403/11/28,,,,
1145,608631,کشاورزی,کاشمر,909801049966.0,50.0,1401/12/24,1404/01/28 - 03:08:24,38.127,,1.5
1146,000285,,کاخک,929801000285.0,15.0,1403/04/31,1404/01/27 - 13:52:42,,,
1147,806410,صنعتی,نیشابور,909801052847.0,50.0,1403/06/25,1404/01/27 - 03:07:25,,,
1148,209135,خدمات,قوچان,909801063969.0,50.0,1403/03/26,1404/01/28 - 03:10:34,,,
1149,622381,خدمات,تربت حیدریه,909801048824.0,50.0,1401/10/17,1404/01/27 - 03:09:50,220.293,77.4,1.35
1150,618399,صنعتی,کاشمر,909801041123.0,50.0,1401/02/19,1404/01/28 - 02:10:34,19185.62,54027.1,2.57
1151,605054,خدمات,تربت حیدریه,909801058076.0,80.0,1403/03/17,1404/01/28 - 03:10:34,,,
1152,103441,خدمات,سبزوار,909801034858.0,80.0,1400/03/03,1402/12/06 - 02:06:28,466172.93,189569.7,8.09
1154,601009,خدمات,تربت حیدریه,909801035375.0,100.0,1400/04/27,1404/01/28 - 02:11:35,2392.25,38933.8,3.22
1155,513793,,سرخس,909801064529.0,125.0,1403/05/29,1404/01/28 - 03:10:30,,,
1156,201081,خدمات,قوچان,909801056031.0,100.0,1402/10/18,1404/01/28 - 02:58:53,,,
1157,201076,خدمات,قوچان,909801056095.0,80.0,1402/09/15,1404/01/28 - 03:02:45,,,
1158,801145970814,کشاورزی,مشهد,801145970814.0,200.0,1398/08/14,,,,
1159,912997,,تایباد,909801034026.0,50.0,1399/11/29,1404/01/28 - 02:10:32,26820.61,309784.0,1.5
1160,212123,,مشهد,909801041687.0,100.0,1401/03/12,,,,
1161,212122,,مشهد,909801041688.0,100.0,1401/03/09,,,,
1162,212121,,مشهد,909801041734.0,100.0,1401/03/07,,,,
1163,212127,,مشهد,909801041736.0,100.0,1401/03/26,,,,
1164,چاه پارک مطهر,,مشهد,909801064470.0,150.0,1403/12/05,,,,
1165,خروجی پمپاژ پارک پردیس 4اینچ,,مشهد,929801001633.0,15.0,1403/12/06,1404/01/28 - 13:31:34,,,
1166,212129,,مشهد,909801041175.0,200.0,1400/03/29,1401/02/28 - 02:10:31,6.139,29.8,0.9
1167,212128,,مشهد,909801041176.0,200.0,1401/04/06,1401/02/15 - 02:10:33,399.51,78.4,1.85
1168,پارک نصرت,,مشهد,909801045653.0,200.0,1402/05/31,1404/01/11 - 02:10:36,,,
1169,999999,,مشهد,909801046453.0,80.0,1401/12/20,,,,
1170,منطقه 6,,مشهد,909801051728.0,125.0,1402/01/15,,,,
1171,بوستان ریحانه,,مشهد,909801034426.0,80.0,1402/07/27,,,,
1172,212131,,مشهد,909801041218.0,80.0,1401/04/14,1401/02/04 - 02:10:21,3614.422,498.0,30.38
1173,212126,,مشهد,909801041219.0,100.0,1401/03/25,1401/02/19 - 14:09:01,156.08,31.7,
1174,212124,,مشهد,909801041640.0,100.0,1401/03/22,,,,
1175,212125,,مشهد,909801041655.0,125.0,1401/03/22,,,,
1176,212130,,مشهد,909801041667.0,125.0,1401/03/31,,,,
1177,بوستان نرگس,,مشهد,909801054460.0,80.0,1402/05/30,,,,
1178,منطقه ثامن,,مشهد,909801054720.0,100.0,1402/06/29,,,,
1179,فدائیان,,مشهد,909801054739.0,100.0,1402/06/26,,,,
1180,444441,,مشهد,909801032082.0,150.0,1399/10/21,1404/01/28 - 00:31:36,904933.52,2256225.5,16.58
1181,444444,,مشهد,909801032087.0,150.0,1399/05/05,1401/01/24 - 02:10:31,,,
1182,444442,,مشهد,909801032657.0,125.0,1399/05/23,1404/01/12 - 01:26:05,231.21,,20.5
1183,444443,,مشهد,909801032663.0,150.0,1399/06/27,1403/04/23 - 01:22:40,1283890.0,675434.4,11.17
1184,موتورخانه آبادگران,,مشهد,909801055823.0,80.0,1402/08/25,,,,
1185,موتورخانه میدان انقلاب,,مشهد,909801055824.0,80.0,1402/10/13,,,,
1186,موتورخانه سلیمانی,,مشهد,909801055870.0,100.0,1402/08/25,,,,
1187,بوستان دهقانی,,مشهد,909801055871.0,100.0,1402/09/21,,,,
1188,میدان ضد,,مشهد,909801055873.0,100.0,1402/09/29,,,,
1189,موتورخانه تپه,,مشهد,909801055874.0,100.0,1402/10/13,,,,
1190,موتورخانه بلوار خلیلی,,مشهد,909801055876.0,100.0,1402/10/10,,,,
1191,بوستان وفا,,مشهد,909801069369.0,100.0,1403/11/08,,,,
1192,مخزن هاشمیه 65,,مشهد,909801069360.0,80.0,1403/11/08,,,,
1193,کوثر شمالی 8 بوستان پرنیان,,مشهد,909801069401.0,100.0,1403/11/07,,,,
1194,آخر سرافرازان,,مشهد,909801068244.0,80.0,1403/11/04,,,,
1195,بین چهارراه ناصری و بلوار کاوه,,مشهد,909801069363.0,80.0,1403/11/11,,,,
1196,صارمی 2,,مشهد,909801069375.0,100.0,1403/11/07,,,,
1197,نماز 19,,مشهد,909801069362.0,80.0,1403/11/10,,,,
1198,کلانتری 16 موتورخانه فاز3,,مشهد,909801069573.0,100.0,1403/11/17,,,,
1199,چاه پارک پردیس,,مشهد,909801069570.0,100.0,1403/12/04,,,,
1200,بلوارکلانتری موتورخانه فاز 4,,مشهد,909801069414.0,125.0,1403/11/14,,,,
1201,میدان جمهوری,,مشهد,909801069413.0,125.0,1403/11/13,,,,
1202,پل برونسی,,مشهد,909801069364.0,80.0,1403/11/06,,,,
1203,فکوری 59,,مشهد,909801069416.0,125.0,1403/11/16,,,,
1204,میدان هفت تیر مخزن دانش,,مشهد,909801069378.0,100.0,1403/11/10,,,,
1205,پارک فردوس,,مشهد,909801069415.0,125.0,1403/11/15,,,,
1207,608943,صنعتی,کاشمر,909801052323.0,50.0,1402/07/09,1404/01/27 - 09:42:10,,,
1208,600593,خدمات,تربت حیدریه,909801059446.0,50.0,1402/12/03,1404/01/28 - 03:09:26,,,
1209,300075,,گناباد,909801050739.0,50.0,1402/10/28,1404/01/28 - 03:07:57,,,
1210,300263,,گناباد,909801052854.0,50.0,1402/10/28,1404/01/28 - 03:11:12,,,
1211,300296,,گناباد,909801052863.0,50.0,1402/10/29,1404/01/28 - 03:10:40,,,
1212,302614,خدمات,گناباد,909801050888.0,50.0,1402/02/30,1404/01/23 - 02:50:23,,,
1213,804857 اصلی,صنعتی,نیشابور,909801058266.0,150.0,1403/05/02,1404/01/28 - 03:11:21,,,
1214,804002,صنعتی,نیشابور,909801063685.0,150.0,1403/05/04,1404/01/28 - 03:10:39,,,
1215,806303,صنعتی,نیشابور,909801063686.0,150.0,1403/05/11,1404/01/28 - 03:10:33,,,
1216,805051,صنعتی,نیشابور,909801058315.0,150.0,1403/04/30,1404/01/28 - 03:09:54,,,
1217,804857 رزرو,صنعتی,نیشابور,909801063156.0,150.0,1403/05/02,1404/01/28 - 02:53:47,,,
1218,شهرک پرستوی شاندیز,,مشهد,909801052565.0,200.0,1403/04/13,1403/04/11 - 02:40:25,,,
1219,107012,,سبزوار,909801053572.0,150.0,1402/12/21,1404/01/28 - 03:07:54,,,
1220,517198,شرب شهری,مشهد,909801061639.0,50.0,1403/02/17,1403/10/17 - 03:10:41,,,
1221,201270,,قوچان,909801057079.0,50.0,1403/03/17,1404/01/28 - 03:11:03,,,
1222,14211074,,خرو,929801000004.0,20.0,1402/05/08,1404/01/28 - 03:10:24,,,
1223,514721 رزرو,صنعتی,مشهد,909801050096.0,125.0,1402/05/31,1404/01/06 - 02:51:55,0.0,590.5,0.9
1224,514721,صنعتی,مشهد,909801050969.0,125.0,1402/05/15,1404/01/28 - 03:09:14,,,
1225,40528,,مشهد,929801001047.0,25.0,1403/08/14,1404/01/27 - 13:54:30,,,
1226,530185,کشاورزی,مشهد,909801048248.0,100.0,1402/02/04,1403/06/06 - 02:17:22,0.0,,
1228,515564,صنعتی,مشهد,909801035269.0,50.0,1400/03/31,1403/07/23 - 02:11:04,,,
1229,603079,کشاورزی,تربت حیدریه,909801044407.0,150.0,1401/05/11,1404/01/28 - 02:11:37,325302.8,24137.4,24.93
1230,603078,کشاورزی,تربت حیدریه,909801044821.0,150.0,1401/05/11,1404/01/22 - 02:05:11,361055.9,85836.8,22.11
1231,515888,شرب و بهداشت دام,مشهد,909801041706.0,50.0,1401/03/30,1404/01/28 - 03:05:26,18962.699,41428.6,1.84
1232,516864,صنعتی,مشهد,909801060247.0,50.0,1402/12/17,1404/01/28 - 03:07:03,,,
1233,514393,کشاورزی,مشهد,909801032598.0,125.0,1399/05/14,1403/06/04 - 23:27:04,-24.735,2.5,0.3
1234,529083,کشاورزی,مشهد,909801035427.0,150.0,1400/04/09,1404/01/28 - 02:10:49,367843.7,1011060.3,19.3
1235,529124,کشاورزی,مشهد,909801032597.0,125.0,1399/05/22,1403/08/16 - 01:19:01,990350.9,12646745.9,7.84
1236,514472,کشاورزی,مشهد,909801040530.0,100.0,1401/01/17,1404/01/28 - 02:08:05,295657.2,250254.3,16.55
1237,200655,صنعتی,قوچان,909801051586.0,50.0,1402/02/31,1404/01/28 - 03:03:15,,,
1238,518753,شرب شهری,مشهد,909801058811.0,50.0,1402/11/09,1404/01/28 - 03:10:35,,,
1239,806310,صنعتی,نیشابور,909801033151.0,50.0,1399/07/20,1404/01/28 - 02:10:16,17736.93,321376.0,1.07
1240,517233,شرب و بهداشت دام,مشهد,909801058344.0,100.0,1403/02/09,1404/01/27 - 02:01:30,,,
1241,805663,صنعتی,نیشابور,909801033891.0,50.0,1399/11/04,1404/01/28 - 00:16:36,109758.749,610690.3,2.07
1242,1421182,,خرو,929801000260.0,40.0,1403/09/01,1404/01/28 - 02:43:46,,,
1243,14211298,,خرو,929801000182.0,25.0,1402/12/21,1404/01/27 - 13:35:02,,,
1244,910761,صنعتی,تربت جام,909801032836.0,50.0,1399/07/02,1404/01/28 - 02:10:23,13492.385,19294.2,4.27
1245,14211163,,خرو,929801000012.0,25.0,1402/08/15,1404/01/27 - 13:43:12,,,
1246,14211079,,خرو,929801000013.0,25.0,1402/08/15,1404/01/27 - 13:56:57,,,
1247,14211285,,خرو,929801000078.0,40.0,1402/11/13,1403/11/06 - 00:16:09,,,
1248,602871,شرب شهری,خواف,909801035485.0,200.0,1400/03/31,1404/01/26 - 02:12:13,763146.2,525059.2,35.89
1249,602835,صنعتی,خواف,909801035563.0,150.0,1400/03/31,1404/01/28 - 02:10:42,544909.4,908838.2,24.89
1250,514148,صنعتی,مشهد,909801033155.0,50.0,1399/07/28,1403/06/11 - 09:42:34,1315.279,3945.4,0.4
1251,14211243,,خرو,929801000234.0,15.0,1402/12/28,1404/01/27 - 13:48:21,,,
1252,100534,کشاورزی,سبزوار,909801056226.0,125.0,1402/11/03,1404/01/28 - 02:00:30,,,
1253,515834,کشاورزی,مشهد,909801032706.0,50.0,1399/07/10,1404/01/28 - 02:10:31,44089.83,1801651.8,2.04
1254,804813,شرب و بهداشت دام,نیشابور,909801033893.0,50.0,1399/11/04,1404/01/28 - 03:10:42,6780.324,27616.8,3.43
1257,805846,کشاورزی,نیشابور,909801058194.0,50.0,1402/10/04,1404/01/17 - 02:03:07,,,
1258,910403,کشاورزی,تربت جام,909801046771.0,80.0,1402/05/29,1404/01/28 - 03:10:00,6060.7,1203.0,1.39
1259,516735,کشاورزی,مشهد,909801034704.0,150.0,1400/02/27,1403/10/25 - 02:11:25,216689.4,963017.2,10.88
1260,515698,کشاورزی,مشهد,909801035228.0,100.0,1400/03/23,1404/01/28 - 02:10:35,92670.84,973099.1,4.06
1261,529179,کشاورزی,مشهد,909801037627.0,125.0,1400/12/14,1404/01/28 - 03:10:33,466552.2,270656.3,23.2
1262,983532,,خواف,929801000586.0,15.0,1403/08/16,1404/01/27 - 13:53:26,,,
1264,518172,شرب شهری,مشهد,909801033514.0,50.0,1399/09/10,1404/01/28 - 02:10:07,1721.01,87350.6,0.84
1265,603244,کشاورزی,تربت حیدریه,909801054137.0,150.0,1402/06/08,1404/01/28 - 03:09:29,,,
1267,603636,صنعتی,تربت حیدریه,909801033522.0,50.0,1399/09/12,1403/12/22 - 02:10:43,-723.029,3292.3,2.52
1268,604658,خدمات,تربت حیدریه,909801039125.0,50.0,1401/02/10,1404/01/25 - 02:08:32,7018.744,41675.6,2.15
1269,516024,شرب و بهداشت دام,مشهد,909801032675.0,50.0,1399/05/20,1404/01/28 - 02:11:27,428.575,7060.0,0.74
1270,601218,صنعتی,تربت حیدریه,909801033212.0,50.0,1399/08/19,1403/12/20 - 02:10:35,-1452.3,0.0,
1271,603367,کشاورزی,تربت حیدریه,909801050825.0,150.0,1402/04/29,1403/02/10 - 02:57:41,2.714,0.1,19.17
1273,622255,کشاورزی,تربت حیدریه,909801053576.0,150.0,1402/08/19,1404/01/28 - 03:06:19,,,
1275,518122,شرب و بهداشت دام,مشهد,909801049964.0,50.0,1402/02/01,1404/01/28 - 03:10:56,0.0,17.7,1.2
1276,519093,کشاورزی,مشهد,909801041740.0,100.0,1401/10/06,1403/12/07 - 02:05:57,102192.07,7831.5,17.12
1277,302465,کشاورزی,گناباد,909801047562.0,80.0,1403/04/04,1404/01/28 - 03:09:54,0.0,,
1278,529366,شرب و بهداشت دام,مشهد,909801033214.0,50.0,1399/08/11,1402/08/30 - 23:58:39,2342.245,119248.1,0.87
1279,603012,کشاورزی,تربت حیدریه,909801058057.0,150.0,1403/05/14,1404/01/28 - 03:08:47,,,
1280,4245760,,کاشمر,929801000303.0,15.0,1403/05/14,1404/01/27 - 13:54:58,,,
1281,514047,کشاورزی,مشهد,909801037849.0,100.0,1400/11/20,1404/01/28 - 02:10:39,140386.1,537154.5,6.06
1283,515271,کشاورزی,مشهد,909801033237.0,125.0,1399/08/16,1404/01/28 - 02:07:37,508914.8,1223150.2,5.32
1284,302037,,گناباد,909801068937.0,50.0,1403/10/10,1404/01/21 - 03:11:21,,,
1285,622037,کشاورزی,تربت حیدریه,909801058312.0,150.0,1403/02/23,1404/01/26 - 02:54:02,,,
1286,912918,کشاورزی,تایباد,909801032596.0,125.0,1399/06/13,1402/11/27 - 02:08:57,65599.59,522604.3,8.75
1287,912919,کشاورزی,تایباد,909801032646.0,100.0,1399/06/13,1403/02/05 - 14:30:53,32113.02,56989.9,5.2
1288,804784,شرب و بهداشت دام,نیشابور,909801033606.0,50.0,1399/10/18,1404/01/28 - 02:11:50,1.38,32.8,0.55
1289,514006,کشاورزی,مشهد,909801041203.0,150.0,1401/01/31,1404/01/28 - 02:11:10,417953.4,402269.0,20.75
1290,518735,سایر,مشهد,909801032025.0,50.0,1398/12/16,1404/01/28 - 02:59:35,7935.49,25653.7,2.29
1291,622624,,تربت حیدریه,909801061640.0,50.0,1403/05/08,1403/05/08 - 03:09:42,,,
1292,604400,کشاورزی,تربت حیدریه,909801032129.0,80.0,1399/03/08,1404/01/28 - 03:08:16,59874.34,1082016.9,1.03
1294,529371,کشاورزی,مشهد,909801056585.0,125.0,1403/02/13,1404/01/28 - 03:08:46,,,
1295,517968,شرب و بهداشت دام,قوچان,909801044378.0,50.0,1401/05/03,1404/01/28 - 02:10:51,281.4,5.1,0.33
1296,302210,,گناباد,909801054212.0,100.0,1403/04/03,1404/01/27 - 03:10:46,,,
1297,600204,کشاورزی,تربت حیدریه,909801056087.0,80.0,1402/09/02,1404/01/28 - 02:43:29,,,
1298,603099,کشاورزی,تربت حیدریه,909801056985.0,200.0,1403/02/08,1404/01/28 - 03:08:50,,,
1299,604120,کشاورزی,تربت حیدریه,909801048159.0,80.0,1402/08/18,1403/02/30 - 03:12:14,0.0,,
1300,602586,,خواف,909801066712.0,50.0,1403/07/10,1404/01/28 - 03:10:07,,,
1302,912528,کشاورزی,تایباد,909801033647.0,80.0,1399/12/04,1404/01/28 - 02:11:03,37973.7,193136.1,7.69
1303,515587,خدمات,مشهد,909801032075.0,80.0,1398/11/03,1401/05/03 - 02:11:21,-613.211,264.4,8.2
1305,602795,صنعتی,خواف,909801039480.0,50.0,1401/04/23,1404/01/11 - 02:10:02,328.209,614.0,1.52
1306,514198,کشاورزی,مشهد,909801041686.0,100.0,1401/09/09,1404/01/28 - 02:08:07,8070.238,2054.9,5.97
1307,618410,شرب و بهداشت دام,کاشمر,909801067572.0,50.0,1403/07/23,1404/01/28 - 03:11:31,,,
1308,519086,کشاورزی,مشهد,909801034462.0,50.0,1400/02/08,1404/01/28 - 03:10:41,29142.383,114586.8,2.36
1309,924098,کشاورزی,تربت جام,909801049586.0,100.0,1402/08/25,1404/01/28 - 03:10:34,0.0,,
1310,514224,کشاورزی,مشهد,909801032255.0,150.0,1399/02/10,1404/01/28 - 02:10:34,87143.28,55070.0,9.58
1311,622004,کشاورزی,تربت حیدریه,909801047472.0,125.0,1402/02/18,1404/01/28 - 03:10:37,0.0,,
1312,101262,شرب و بهداشت دام,سبزوار,909801036523.0,50.0,1400/06/22,1404/01/28 - 03:11:50,3166.243,4932.9,1.99
1313,5515839,,فریمان,929801000451.0,15.0,1403/12/15,1404/01/27 - 13:53:18,,,
1314,603013,کشاورزی,تربت حیدریه,909801058316.0,150.0,1403/03/24,1404/01/28 - 03:07:30,,,
1315,609084,کشاورزی,کاشمر,909801046629.0,150.0,1401/08/12,1404/01/28 - 03:10:04,135973.7,93823.0,14.67
1317,603137,کشاورزی,تربت حیدریه,909801054136.0,150.0,1402/07/12,1404/01/28 - 03:11:12,,,
1319,529222,,مشهد,909801034226.0,150.0,1399/12/17,1404/01/28 - 02:10:33,460242.1,1069466.1,17.73
1320,623155,کشاورزی,کاشمر,909801036265.0,150.0,1400/06/14,1404/01/28 - 02:10:52,203892.5,177206.6,16.95
1321,515972,شرب و بهداشت دام,مشهد,909801035146.0,50.0,1400/08/03,1404/01/28 - 02:08:38,699.149,37389.0,0.58
1322,515627,کشاورزی,مشهد,909801032735.0,150.0,1399/07/03,1404/01/28 - 03:10:43,1015180.2,344705.8,11.75
1323,603025,کشاورزی,تربت حیدریه,909801053577.0,150.0,1402/08/08,1404/01/28 - 03:10:22,,,
1325,601583,,تربت حیدریه,909801052849.0,50.0,1403/11/13,1404/01/28 - 03:10:48,,,
1326,515596,صنعتی,مشهد,909801047614.0,50.0,1401/09/10,1402/08/30 - 02:58:49,0.559,,0.3
1329,530361,کشاورزی,مشهد,909801037867.0,80.0,1401/02/05,1404/01/28 - 02:07:00,0.0,,
1330,514584,کشاورزی,مشهد,909801049725.0,200.0,1401/11/23,1402/04/02 - 03:10:29,18561.86,1990.7,17.71
1331,209025,کشاورزی,درگز,909801047613.0,50.0,1401/09/07,1404/01/28 - 03:08:55,2240.945,418.5,1.64
1332,529581,صنعتی,مشهد,909801035317.0,50.0,1400/04/23,1404/01/28 - 02:11:10,0.288,0.0,
1333,516771,کشاورزی,مشهد,909801033520.0,50.0,1399/09/12,1403/12/29 - 03:06:18,12914.25,1419774.3,0.88
1334,603007,کشاورزی,تربت حیدریه,909801049053.0,150.0,1402/03/14,1404/01/28 - 03:11:00,0.0,,
1335,518384,کشاورزی,مشهد,909801033880.0,100.0,1399/11/06,1404/01/27 - 03:10:09,283.465,96.9,3.5
1336,516941,کشاورزی,مشهد,909801036564.0,100.0,1400/06/17,1404/01/25 - 02:02:01,374215.3,254303.4,19.04
1337,302006,کشاورزی,گناباد,909801050744.0,50.0,1402/10/15,1404/01/28 - 03:10:48,,,
1338,514608,کشاورزی,مشهد,909801032712.0,150.0,1399/07/05,1404/01/28 - 02:11:08,1523711.3,5405.9,22.99
1339,805147,کشاورزی,نیشابور,909801048179.0,150.0,1401/09/29,1404/01/28 - 03:10:26,52518.75,1557.1,19.87
1340,302045,صنعتی,گناباد,909801035270.0,50.0,1400/04/29,1403/03/26 - 23:44:27,71.57,1179.7,3.97
1341,302084,کشاورزی,گناباد,909801054135.0,150.0,1402/12/06,1404/01/16 - 02:38:08,,,
1342,622447,,تربت حیدریه,909801033515.0,50.0,1399/09/12,1404/01/28 - 02:10:37,8085.177,12885.7,4.11
1343,529035,کشاورزی,مشهد,909801058317.0,150.0,1402/11/19,1404/01/28 - 03:10:36,,,
1344,102987,کشاورزی,سبزوار,909801048185.0,80.0,1402/10/24,1403/02/10 - 03:04:26,0.0,13.4,2.0
1345,515473,صنعتی,مشهد,909801048823.0,50.0,1401/11/08,1404/01/28 - 03:08:01,123.545,56.9,2.88
1346,603070,کشاورزی,تربت حیدریه,909801052903.0,150.0,1402/12/02,1404/01/28 - 03:13:02,,,
1347,604371,کشاورزی,تربت حیدریه,909801035268.0,50.0,1400/04/28,1404/01/28 - 02:10:31,86467.74,377580.8,3.79
1348,529303,کشاورزی,مشهد,909801035008.0,100.0,1400/04/08,1403/08/16 - 02:02:29,247178.5,530204.4,12.12
1349,603238,صنعتی,تربت حیدریه,909801034995.0,50.0,1400/08/24,1404/01/28 - 02:04:26,794.827,912.6,1.21
1350,600331,,نیشابور,909801033616.0,80.0,1399/10/29,1404/01/28 - 02:10:30,108192.9,540508.1,8.26
1351,603113,کشاورزی,تربت حیدریه,909801058119.0,150.0,1403/05/17,1404/01/28 - 03:08:20,,,
1352,529144,کشاورزی,مشهد,909801032654.0,125.0,1399/07/19,1401/09/30 - 02:06:57,34786.65,1169099.0,2.04
1353,514944,کشاورزی,مشهد,909801045371.0,125.0,1401/05/28,1404/01/28 - 02:10:31,7074.493,36698.2,1.8
1354,200718,شرب و بهداشت دام,قوچان,909801036594.0,50.0,1400/06/25,1404/01/28 - 03:07:40,34.858,1481.9,1.23
1356,529311,کشاورزی,مشهد,909801056384.0,125.0,1403/03/04,1404/01/28 - 03:10:36,,,
1357,529302,کشاورزی,مشهد,909801032391.0,125.0,1399/04/12,1403/09/18 - 02:10:33,889486.9,579328.8,7.25
1359,609184,,کاشمر,909801067639.0,50.0,1403/08/30,1404/01/28 - 03:10:28,,,
1360,529129,کشاورزی,مشهد,909801046092.0,150.0,1401/08/29,1402/12/04 - 02:12:12,109876.0,5630.4,31.13
1361,515616,کشاورزی,مشهد,909801034811.0,100.0,1400/02/13,1403/11/16 - 02:10:36,67099.03,509604.5,3.54
1362,516036,کشاورزی,مشهد,909801032944.0,80.0,1399/10/23,1404/01/28 - 02:10:33,295558.272,486700.6,6.34
1363,628189,کشاورزی,کاشمر,909801067575.0,50.0,1403/07/23,1404/01/28 - 03:10:37,,,
1364,518599,,احمدآبادصولت,909801066795.0,50.0,1403/09/19,1404/01/28 - 03:05:39,,,
1365,200675,کشاورزی,قوچان,909801066794.0,50.0,1403/09/15,1404/01/28 - 03:11:24,,,
1366,101294,کشاورزی,سبزوار,909801050091.0,125.0,1402/02/23,1404/01/28 - 03:10:25,0.0,32.7,2.6
1368,301000,کشاورزی,تربت حیدریه,909801053241.0,150.0,1402/05/08,1404/01/28 - 03:02:20,,,
1369,804839,کشاورزی,نیشابور,909801035377.0,100.0,1400/06/09,1404/01/27 - 02:10:35,355571.92,385708.0,8.55
1370,622048,کشاورزی,تربت حیدریه,909801052451.0,100.0,1402/08/02,1403/02/20 - 03:07:39,,,
1371,604801,شرب و بهداشت دام,تربت حیدریه,909801037026.0,50.0,1400/08/13,1402/10/19 - 01:52:52,2985.775,127085.2,1.7
1372,622013,کشاورزی,تربت حیدریه,909801054122.0,150.0,1402/07/03,1404/01/28 - 03:10:42,,,
1373,514839,کشاورزی,مشهد,909801033544.0,150.0,1399/09/20,1404/01/28 - 03:07:14,654657.8,941091.6,36.98
1374,514266,کشاورزی,مشهد,909801032467.0,200.0,1399/04/30,1404/01/28 - 02:10:31,434619.4,779321.5,33.23
1375,520931,,مشهد,909801058188.0,50.0,1403/02/12,1404/01/28 - 03:11:19,,,
1376,514503,,مشهد,909801056409.0,150.0,1403/02/10,1404/01/28 - 03:10:51,,,
1377,604472,صنعتی,تربت حیدریه,909801041125.0,50.0,1401/02/15,1404/01/28 - 02:08:19,8181.046,65926.2,4.11
